@relation modGroup

@attribute I1 numeric
@attribute I2 numeric
@attribute R1 numeric
@attribute R2 numeric
@attribute class {0,1,2}

@data
0.148215,0.512457,0.754734,0.618279,1
0.241069,0.127027,0.768497,0.218962,0
0.131188,0.156279,0.803534,0.747584,0
0.43345,0.815218,0.199271,0.153409,0
0.531792,0.787686,0.875325,0.573984,0
0.740373,0.8927,0.495222,0.874633,1
0.84017,0.84685,0.154127,0.180093,1
0.156618,0.485741,0.484206,0.518395,1
0.831144,0.112832,0.782776,0.526368,2
0.447073,0.594779,0.486663,0.786822,2
0.118378,0.878576,0.169695,0.452139,0
0.463288,0.155059,0.785232,0.177431,1
0.422315,0.0986,0.398729,0.810796,1
0.553467,0.055112,0.20468,0.260078,1
0.169968,0.824432,0.211394,0.799616,2
0.091295,0.831824,0.505286,0.485807,2
0.51662,0.913348,0.794305,0.204527,2
0.50511,0.14116,0.551011,0.87938,1
0.917899,0.551292,0.917596,0.46911,0
0.784663,0.94915,0.442964,0.734836,1
0.201025,0.788775,0.573355,0.115249,2
0.839195,0.477971,0.553358,0.233274,0
0.152905,0.135057,0.795747,0.875542,2
0.856517,0.197906,0.529102,0.512695,2
0.55879,0.453671,0.4652,0.415327,2
0.497419,0.87846,0.252129,0.162387,2
0.101258,0.737664,0.871132,0.038994,2
0.708598,0.819805,0.800085,0.866871,1
0.155871,0.807255,0.766665,0.131513,1
0.819883,0.772735,0.074861,0.932672,0
0.20743,0.571755,0.429822,0.774854,1
0.722216,0.893527,0.729912,0.203591,1
0.866941,0.493872,0.82308,0.89833,0
0.74131,0.494123,0.450266,0.885743,0
0.212946,0.837708,0.1728,0.512698,2
0.179104,0.835752,0.160501,0.162944,2
0.421043,0.893575,0.826759,0.519262,0
0.250629,0.788395,0.861684,0.803045,2
0.610232,0.396389,0.143266,0.783743,2
0.160146,0.566563,0.141962,0.196736,0
0.856723,0.78065,0.576822,0.55393,1
0.919377,0.083154,0.572261,0.816162,2
0.170816,0.448011,0.211989,0.179153,1
0.131113,0.414387,0.313406,0.801062,1
0.87572,0.228427,0.196128,0.839009,2
0.307818,0.207679,0.474687,0.214678,0
0.549376,0.101216,0.11934,0.889104,1
0.137359,0.464564,0.149937,0.79784,1
0.827601,0.875566,0.764659,0.52196,0
0.158137,0.460868,0.365481,0.204196,1
0.203934,0.131105,0.787851,0.144427,0
0.469649,0.779105,0.166139,0.530307,0
0.201263,0.799451,0.526847,0.738002,2
0.242609,0.174585,0.180523,0.474143,0
0.823132,0.408744,0.825068,0.492794,2
0.84714,0.890594,0.827816,0.420873,1
0.207275,0.483349,0.488466,0.506147,1
0.454877,0.404789,0.24346,0.55224,2
0.517554,0.819839,0.166131,0.168165,0
0.482256,0.859153,0.50492,0.207635,0
0.520312,0.829184,0.517981,0.456096,0
0.451256,0.540464,0.928261,0.063659,2
0.263165,0.10264,0.455361,0.491859,0
0.233373,0.256685,0.131176,0.584639,2
0.842752,0.788706,0.089833,0.176175,1
0.846084,0.80541,0.76659,0.174179,1
0.178844,0.598626,0.76601,0.876513,1
0.851456,0.266374,0.886805,0.10805,2
0.451883,0.376866,0.497958,0.246909,0
0.792352,0.180198,0.844481,0.428997,2
0.133158,0.496033,0.690329,0.855969,1
0.482704,0.437613,0.056133,0.161668,2
0.583079,0.513471,0.459355,0.148194,2
0.387205,0.770563,0.172656,0.5115,2
0.182305,0.804022,0.386643,0.497009,2
0.612373,0.226201,0.745599,0.200997,1
0.928733,0.867135,0.186203,0.558015,1
0.551352,0.821822,0.902873,0.434396,0
0.220624,0.834471,0.543128,0.773054,2
0.0944,0.163918,0.458494,0.154817,0
0.41796,0.869012,0.526647,0.536104,0
0.492852,0.11676,0.437744,0.21481,1
0.161881,0.161253,0.876859,0.128792,0
0.311893,0.577859,0.457649,0.745296,1
0.82145,0.419667,0.896168,0.874209,0
0.258467,0.854856,0.217687,0.339888,2
0.871674,0.177313,0.741627,0.511449,2
0.567065,0.80606,0.101043,0.938005,0
0.896317,0.173266,0.175078,0.576671,2
0.515516,0.801063,0.552595,0.119268,0
0.17002,0.451159,0.190427,0.759536,1
0.164207,0.458559,0.159761,0.533882,1
0.830369,0.128719,0.810064,0.475698,0
0.404018,0.198354,0.158936,0.529648,1
0.91574,0.859212,0.218099,0.828564,1
0.600679,0.821669,0.086667,0.230791,0
0.459863,0.802577,0.549083,0.547466,0
0.800756,0.516843,0.790845,0.221665,0
0.883663,0.884918,0.479325,0.576351,1
0.158279,0.866262,0.163823,0.109876,2
0.505295,0.502435,0.840622,0.870815,2
0.164646,0.147889,0.464113,0.427203,2
0.826748,0.809323,0.893286,0.475473,1
0.206816,0.178912,0.505868,0.12631,0
0.603349,0.153932,0.079854,0.835887,1
0.489805,0.447764,0.115398,0.744034,0
0.17525,0.894456,0.938042,0.121106,2
0.489131,0.565758,0.975934,0.512335,2
0.517961,0.903375,0.167129,0.832323,0
0.859451,0.73847,0.514803,0.200359,1
0.490357,0.228472,0.811068,0.911954,1
0.49119,0.826017,0.080365,0.465325,0
0.813912,0.574416,0.531615,0.517521,0
0.816657,0.180637,0.545966,0.167123,2
0.457214,0.843796,0.82469,0.582132,0
0.17806,0.796914,0.537749,0.46328,2
0.460094,0.528131,0.207476,0.916056,2
0.081522,0.062593,0.171688,0.536324,0
0.748429,0.44843,0.821903,0.148145,0
0.577779,0.739586,0.1645,0.538649,0
0.197015,0.505192,0.469522,0.44441,1
0.188423,0.566885,0.822005,0.97392,1
0.77189,0.830644,0.17395,0.559649,1
0.476396,0.239641,0.821588,0.20083,2
0.80478,0.511563,0.275454,0.153945,0
0.503441,0.919121,0.7907,0.761995,0
0.853377,0.898039,0.171794,0.872578,2
0.812397,0.151601,0.161086,0.544086,2
0.144039,0.10953,0.468258,0.234817,0
0.741194,0.218242,0.457515,0.873491,2
0.549436,0.449512,0.171795,0.595003,2
0.596323,0.443897,0.75597,0.18337,2
0.80337,0.157601,0.427439,0.555934,2
0.483617,0.4974,0.608981,0.162797,2
0.175561,0.181972,0.247485,0.76072,0
0.521397,0.471618,0.159436,0.537984,1
0.508382,0.200101,0.417775,0.111375,1
0.228345,0.188115,0.153154,0.456675,0
0.430036,0.743154,0.236332,0.820388,0
0.85041,0.777439,0.446911,0.828708,1
0.793079,0.835352,0.107111,0.793655,1
0.097115,0.866535,0.225834,0.502355,2
0.874744,0.421323,0.14685,0.172134,0
0.047746,0.135931,0.125587,0.507653,1
0.894009,0.981186,0.461412,0.852567,1
0.449342,0.221892,0.171259,0.376691,1
0.174258,0.54108,0.110063,0.545024,1
0.541912,0.215907,0.620906,0.099988,1
0.790718,0.185757,0.556911,0.248521,2
0.530085,0.203517,0.82477,0.886665,1
0.864259,0.483626,0.525946,0.485154,0
0.745008,0.819834,0.135569,0.779999,1
0.543033,0.108022,0.826015,0.749567,1
0.173449,0.45982,0.806721,0.397105,0
0.464991,0.39453,0.512685,0.812775,0
0.119728,0.283717,0.123289,0.105692,0
0.791325,0.909499,0.777194,0.844885,1
0.770661,0.566571,0.466408,0.972686,0
0.706581,0.086851,0.882039,0.880498,2
0.121786,0.192775,0.251793,0.211853,0
0.528737,0.801303,0.119056,0.859246,0
0.474654,0.528801,0.208083,0.143719,2
0.156174,0.145188,0.131206,0.815398,0
0.785224,0.193732,0.522753,0.125889,2
0.169044,0.398831,0.905054,0.449712,1
0.144273,0.453601,0.821893,0.215978,1
0.544796,0.161139,0.821201,0.11355,1
0.54821,0.517509,0.569916,0.226599,0
0.425608,0.368613,0.853962,0.403313,2
0.564067,0.865292,0.46861,0.46019,0
0.572652,0.503641,0.152995,0.858905,2
0.830156,0.74833,0.516036,0.494588,1
0.197478,0.528298,0.943055,0.466673,1
0.409087,0.053406,0.87266,0.146265,1
0.908852,0.551459,0.089708,0.531733,0
0.433461,0.556885,0.883527,0.866547,2
0.608528,0.579789,0.20711,0.21341,2
0.166863,0.130776,0.893681,0.846477,0
0.171074,0.790086,0.036032,0.078451,2
0.167379,0.792363,0.756591,0.829062,2
0.058922,0.748741,0.833004,0.878297,0
0.101269,0.15282,0.194235,0.53724,0
0.891764,0.498641,0.869042,0.861465,0
0.090084,0.789596,0.278633,0.494911,2
0.500437,0.491584,0.417101,0.485652,2
0.236934,0.127983,0.497145,0.405051,0
0.267582,0.498491,0.591742,0.473943,1
0.570039,0.186992,0.19038,0.099342,1
0.893963,0.185236,0.234904,0.873019,2
0.162885,0.491324,0.431456,0.473581,1
0.187252,0.608939,0.165601,0.094335,1
0.513418,0.232436,0.161322,0.272426,1
0.462651,0.81663,0.23205,0.412044,0
0.616339,0.832666,0.850529,0.497042,0
0.863331,0.438732,0.750914,0.835509,0
0.166513,0.152724,0.869218,0.532424,0
0.103187,0.822928,0.492802,0.537928,2
0.812431,0.155421,0.091507,0.761549,2
0.529318,0.86609,0.795988,0.111225,0
0.917568,0.797962,0.575778,0.564457,1
0.609438,0.487281,0.488055,0.849151,2
0.333333,0.135409,0.139565,0.088644,1
0.533162,0.442676,0.850728,0.460205,2
0.874842,0.300735,0.506674,0.789717,2
0.224053,0.533056,0.197931,0.807206,1
0.829768,0.116265,0.816199,0.438474,2
0.817164,0.855039,0.128695,0.882639,1
0.593566,0.172828,0.214167,0.937665,1
0.142457,0.205417,0.84773,0.840623,0
0.519458,0.752729,0.567138,0.543452,0
0.446969,0.521667,0.751301,0.767795,2
0.854886,0.483722,0.789045,0.885748,0
0.402544,0.80796,0.793589,0.902937,0
0.147303,0.551469,0.042717,0.549829,1
0.867976,0.183375,0.119337,0.106108,2
0.089227,0.833307,0.843397,0.798202,2
0.966534,0.81132,0.476016,0.533424,0
0.220816,0.883231,0.12324,0.125101,2
0.105816,0.879725,0.784145,0.474841,2
0.215837,0.537159,0.191725,0.877961,1
0.564222,0.828529,0.824787,0.855922,0
0.465511,0.176088,0.576234,0.826818,1
0.451429,0.892458,0.828646,0.890496,0
0.784782,0.154627,0.209272,0.1314,2
0.778118,0.73754,0.48685,0.855253,1
0.157781,0.416435,0.78063,0.82066,1
0.877843,0.803837,0.810126,0.851642,1
0.416177,0.830401,0.141931,0.128919,0
0.542316,0.153233,0.21179,0.550258,1
0.790681,0.446389,0.504645,0.795131,0
0.146513,0.544299,0.202285,0.754459,1
0.146489,0.369713,0.926003,0.783405,1
0.793217,0.799933,0.844574,0.865868,1
0.135888,0.837847,0.727843,0.552827,2
0.529904,0.377301,0.880675,0.798961,0
0.75493,0.839622,0.802404,0.544947,0
0.246638,0.182076,0.892636,0.45101,0
0.138878,0.740285,0.170386,0.387845,2
0.941608,0.837862,0.832049,0.942679,1
0.48221,0.083784,0.476384,0.188574,2
0.867488,0.485272,0.502715,0.921076,0
0.469426,0.725472,0.520579,0.526776,0
0.467518,0.726378,0.55153,0.232325,0
0.526368,0.101095,0.821133,0.888698,0
0.489589,0.144213,0.19129,0.839935,0
0.133899,0.388,0.498901,0.82912,1
0.130652,0.816275,0.14865,0.877193,2
0.907589,0.375336,0.194318,0.464456,0
0.485624,0.81376,0.546956,0.201542,0
0.802559,0.815785,0.134261,0.150159,1
0.867291,0.188711,0.837886,0.47981,2
0.390387,0.527336,0.501965,0.223753,2
0.552802,0.182332,0.902638,0.163078,1
0.095499,0.15512,0.515278,0.503691,1
0.061673,0.144397,0.802827,0.525094,0
0.432726,0.895806,0.775929,0.145119,0
0.103193,0.901759,0.543178,0.214536,2
0.818169,0.368706,0.234277,0.442397,0
0.85517,0.223887,0.789623,0.802173,2
0.513284,0.116209,0.497754,0.828609,1
0.138519,0.447099,0.540768,0.881923,1
0.249104,0.488592,0.467515,0.729565,1
0.78053,0.795432,0.843171,0.821098,1
0.440807,0.210547,0.752028,0.098341,0
0.869981,0.571232,0.799828,0.552733,0
0.404656,0.773518,0.110268,0.132229,0
0.18846,0.512805,0.869575,0.163172,1
0.162505,0.501116,0.055899,0.123003,1
0.482888,0.095369,0.204186,0.51802,1
0.859347,0.915265,0.554144,0.792193,1
0.721045,0.12587,0.424207,0.152736,2
0.497639,0.115549,0.231559,0.50336,1
0.511887,0.708826,0.154044,0.867534,0
0.173027,0.445165,0.255296,0.824549,1
0.185537,0.895325,0.830322,0.268617,2
0.085974,0.8735,0.193825,0.483753,2
0.107272,0.845472,0.406307,0.387163,2
0.634306,0.178098,0.21894,0.101146,1
0.227759,0.138868,0.200753,0.599516,0
0.610986,0.519592,0.757864,0.443046,2
0.517257,0.112052,0.173567,0.131479,1
0.456874,0.523186,0.584596,0.78025,2
0.913304,0.895794,0.13843,0.840051,0
0.582338,0.96092,0.217297,0.799995,0
0.8701,0.511774,0.209213,0.195675,0
0.850669,0.212394,0.548777,0.480939,2
0.226042,0.458482,0.550989,0.876732,1
0.086851,0.275847,0.844821,0.571619,0
0.256768,0.533362,0.81245,0.456809,1
0.175402,0.815808,0.46107,0.052546,2
0.139567,0.029683,0.410086,0.258334,0
0.884042,0.219681,0.731997,0.941889,2
0.105613,0.493826,0.094019,0.453995,0
0.598015,0.720703,0.874099,0.524864,0
0.228149,0.459506,0.262134,0.895938,1
0.810006,0.945759,0.544209,0.428284,1
0.494839,0.473043,0.848369,0.157597,1
0.247096,0.228383,0.086873,0.488822,0
0.107046,0.497204,0.16999,0.550003,1
0.125629,0.839888,0.474568,0.122196,2
0.666667,0.642235,0.876697,0.850863,0
0.086044,0.177567,0.210044,0.19808,0
0.077982,0.485528,0.469884,0.149661,1
0.461555,0.217353,0.489606,0.8881,1
0.71246,0.192243,0.844447,0.835381,2
0.136912,0.834888,0.540471,0.436619,2
0.149711,0.720772,0.814321,0.447518,2
0.826228,0.175169,0.161268,0.760187,2
0.941886,0.521495,0.406647,0.188672,0
0.795374,0.245582,0.518871,0.180175,2
0.152878,0.378855,0.162157,0.763574,1
0.850258,0.122669,0.85587,0.193813,1
0.207322,0.813687,0.050938,0.429613,2
0.512419,0.801758,0.701414,0.09365,0
0.794044,0.793178,0.141191,0.211003,1
0.438289,0.828472,0.099972,0.944805,0
0.856843,0.237498,0.192836,0.796691,2
0.188454,0.049937,0.868017,0.465295,1
0.476509,0.183062,0.513529,0.492323,1
0.927266,0.196412,0.602094,0.163933,2
0.882537,0.51702,0.77356,0.585461,0
0.584637,0.433266,0.776176,0.576089,2
0.786143,0.224516,0.89385,0.156085,2
0.103027,0.140973,0.790312,0.812433,0
0.470004,0.227159,0.187054,0.228465,1
0.517058,0.872479,0.27429,0.226308,0
0.527061,0.858582,0.179854,0.800351,2
0.761703,0.524785,0.860738,0.766413,1
0.474764,0.146099,0.111542,0.82748,1
0.837051,0.232484,0.171617,0.496842,2
0.21333,0.181002,0.510556,0.439044,0
0.530005,0.22638,0.142196,0.207993,1
0.16395,0.845631,0.864188,0.738239,2
0.593056,0.870585,0.855589,0.833743,0
0.794975,0.488274,0.062805,0.15018,0
0.802669,0.451139,0.876082,0.081736,0
0.214736,0.550163,0.792135,0.900239,1
0.84038,0.794454,0.751192,0.466267,1
0.916385,0.175431,0.859847,0.129411,2
0.130588,0.866381,0.56777,0.088695,2
0.248877,0.849235,0.442201,0.231124,2
0.47169,0.181596,0.58347,0.526087,1
0.078111,0.780793,0.397183,0.85702,2
0.551184,0.877565,0.21197,0.895288,0
0.770404,0.43501,0.510988,0.851483,0
0.481863,0.480635,0.182327,0.884751,2
0.176459,0.804159,0.738009,0.887942,2
0.169102,0.812779,0.49037,0.840831,2
0.535328,0.805639,0.496784,0.069435,1
0.542035,0.134138,0.493969,0.459293,1
0.22952,0.16437,0.550421,0.541177,0
0.80519,0.155323,0.824711,0.923664,2
0.581188,0.511138,0.188663,0.601695,2
0.098292,0.257783,0.525441,0.207035,0
0.19049,0.48329,0.453774,0.497437,1
0.228832,0.429064,0.797668,0.50398,1
0.415712,0.770822,0.437108,0.932759,0
0.582164,0.828796,0.521285,0.871305,0
0.789179,0.184694,0.855307,0.568899,2
0.830103,0.904654,0.881233,0.816461,1
0.472411,0.170295,0.212279,0.778833,1
0.485155,0.122179,0.827432,0.173918,1
0.90895,0.489709,0.271701,0.794461,0
0.437147,0.538103,0.609067,0.077735,2
0.926753,0.105364,0.403854,0.39915,2
0.279297,0.874304,0.447741,0.844191,2
0.065781,0.918864,0.497315,0.214845,2
0.513987,0.501807,0.202755,0.799472,1
0.822294,0.078346,0.468531,0.543419,2
0.524547,0.165514,0.498495,0.474112,1
0.793125,0.473052,0.792931,0.786009,0
0.531204,0.437964,0.244935,0.112114,2
0.145572,0.471678,0.20182,0.853826,1
0.455103,0.2598,0.821964,0.125487,1
0.390994,0.138853,0.160816,0.512247,1
0.551317,0.504119,0.526488,0.753367,2
0.887303,0.505241,0.857437,0.215957,0
0.434156,0.787062,0.901336,0.196165,0
0.860489,0.77457,0.464875,0.074406,1
0.723473,0.142884,0.516445,0.447449,2
0.501758,0.795001,0.219093,0.943288,0
0.645059,0.841967,0.521141,0.087904,0
0.486753,0.409479,0.467927,0.056484,2
0.837451,0.878647,0.13793,0.734394,1
0.285313,0.879485,0.20262,0.582653,2
0.166591,0.84342,0.604497,0.545046,2
0.548919,0.228568,0.513603,0.490616,1
0.839244,0.886944,0.784589,0.498975,1
0.83454,0.411738,0.866883,0.440958,1
0.178839,0.527071,0.180702,0.333603,1
0.446873,0.549228,0.488391,0.802046,2
0.5523,0.123666,0.886748,0.915643,1
0.809388,0.485461,0.462933,0.189022,0
0.613613,0.923882,0.086811,0.472272,0
0.15259,0.155145,0.031903,0.478988,2
0.507443,0.890585,0.802796,0.204434,0
0.474307,0.094117,0.493264,0.415845,1
0.856799,0.133528,0.116763,0.189591,2
0.146146,0.150969,0.436563,0.792852,0
0.173713,0.462927,0.877993,0.53851,1
0.166877,0.511587,0.808102,0.812151,1
0.758488,0.521996,0.803213,0.143156,1
0.425611,0.263676,0.558658,0.127538,1
0.428276,0.499291,0.177396,0.136287,2
0.908969,0.092897,0.093728,0.468554,2
0.107682,0.892959,0.859028,0.221747,2
0.937912,0.51747,0.53176,0.007973,1
0.235818,0.517512,0.136632,0.516994,1
0.363999,0.202826,0.836562,0.445917,1
0.588187,0.134062,0.457033,0.175211,1
0.535946,0.529878,0.188073,0.451749,2
0.787585,0.827625,0.484442,0.160383,1
0.099772,0.804279,0.811291,0.256296,2
0.550378,0.515862,0.860437,0.438691,2
0.17956,0.503351,0.837434,0.891231,1
0.162693,0.516549,0.575408,0.18112,1
0.863628,0.778869,0.879993,0.532374,1
0.173288,0.892586,0.083693,0.509354,1
0.812933,0.487046,0.143023,0.254834,0
0.479801,0.195735,0.494347,0.455698,1
0.176521,0.532807,0.432767,0.889119,1
0.514912,0.179896,0.911929,0.585859,1
0.755057,0.177952,0.556901,0.16422,2
0.146613,0.791877,0.532,0.122071,2
0.812329,0.831274,0.466598,0.824026,1
0.434134,0.238236,0.860176,0.513033,1
0.970314,0.499505,0.174627,0.474051,0
0.850486,0.217603,0.448475,0.173423,2
0.861905,0.806983,0.187294,0.176624,1
0.900819,0.550801,0.821206,0.531023,0
0.17216,0.770737,0.118057,0.131121,2
0.508789,0.289482,0.837655,0.065297,1
0.138864,0.820727,0.787499,0.850148,2
0.501968,0.539676,0.857071,0.793334,2
0.461473,0.502364,0.778486,0.115699,0
0.216724,0.790161,0.054138,0.494037,2
0.09385,0.86433,0.899363,0.435459,2
0.091885,0.23636,0.470157,0.726243,0
0.424826,0.776095,0.480642,0.779096,0
0.755237,0.799213,0.838582,0.778122,1
0.172829,0.481629,0.467231,0.571772,2
0.098329,0.192982,0.236414,0.153548,0
0.059908,0.508545,0.134841,0.208978,2
0.087755,0.831562,0.797588,0.478488,2
0.144192,0.158417,0.607678,0.567998,0
0.736281,0.42022,0.484743,0.845843,2
0.853554,0.799381,0.904942,0.439978,1
0.133158,0.5326,0.143724,0.535251,2
0.807181,0.869508,0.185579,0.185227,1
0.203105,0.844703,0.837364,0.247563,2
0.527625,0.543988,0.222668,0.414777,0
0.725484,0.590103,0.861028,0.44861,0
0.497916,0.166781,0.438618,0.191045,1
0.493855,0.193156,0.236098,0.74847,1
0.778768,0.081276,0.8519,0.49329,2
0.503353,0.488264,0.441833,0.86371,2
0.514457,0.138291,0.145631,0.078602,1
0.152123,0.40678,0.844655,0.201442,1
0.18214,0.128329,0.880103,0.19082,0
0.159856,0.116724,0.801667,0.194801,0
0.196089,0.820369,0.170926,0.468075,2
0.544081,0.122513,0.473624,0.470484,1
0.542482,0.602949,0.128463,0.553275,2
0.536508,0.165434,0.43052,0.79865,1
0.965059,0.248841,0.53991,0.768782,2
0.224969,0.249,0.497307,0.524936,0
0.533037,0.863791,0.586221,0.116122,0
0.879449,0.8652,0.418666,0.13557,1
0.13947,0.827802,0.945617,0.433028,2
0.795016,0.860837,0.073635,0.096262,1
0.511739,0.912155,0.807741,0.865002,0
0.786853,0.528644,0.571492,0.782357,0
0.530744,0.85933,0.739539,0.851435,0
0.469165,0.470648,0.588152,0.097522,2
0.849573,0.41527,0.131357,0.888942,0
0.208488,0.898575,0.239218,0.198202,2
0.886478,0.228092,0.536942,0.475161,2
0.39548,0.594098,0.057778,0.15782,2
0.850212,0.835317,0.714679,0.728761,1
0.238583,0.788069,0.168937,0.886402,2
0.525813,0.875606,0.789695,0.050694,0
0.161552,0.823535,0.123497,0.913088,2
0.144503,0.850565,0.536948,0.996192,2
0.279673,0.485199,0.1347,0.889183,1
0.899541,0.85723,0.855211,0.304205,1
0.52606,0.137516,0.909279,0.394856,1
0.199258,0.852668,0.791149,0.260024,2
0.851876,0.879938,0.838185,0.544611,1
0.79906,0.131391,0.151058,0.928948,2
0.548411,0.544034,0.845201,0.535753,2
0.145874,0.0381,0.902588,0.18259,0
0.792441,0.469196,0.937212,0.085175,1
0.439992,0.165327,0.852154,0.43286,1
0.870335,0.204023,0.176834,0.7366,2
0.344628,0.787523,0.880821,0.097549,0
0.423866,0.424635,0.555962,0.520203,2
0.879733,0.489711,0.774644,0.915096,0
0.461641,0.071345,0.204922,0.886049,1
0.568945,0.793955,0.286722,0.839594,2
0.887241,0.520365,0.430546,0.866931,0
0.504029,0.478857,0.140416,0.869273,2
0.810625,0.531071,0.774058,0.829496,0
0.157252,0.491025,0.202696,0.599416,1
0.127441,0.11654,0.174795,0.157538,0
0.881579,0.810073,0.494737,0.486498,1
0.902671,0.796577,0.217961,0.84093,1
0.874636,0.181056,0.772774,0.873735,2
0.502277,0.104288,0.867529,0.492662,1
0.854496,0.448258,0.496952,0.157449,0
0.901761,0.452778,0.917982,0.21796,0
0.557024,0.511121,0.189065,0.894375,2
0.928295,0.494311,0.075406,0.438791,0
0.090062,0.534479,0.144816,0.517275,1
0.582344,0.893819,0.822893,0.088469,0
0.231649,0.433897,0.842109,0.24947,1
0.781615,0.187797,0.821699,0.877647,2
0.795221,0.513043,0.58073,0.827682,0
0.163565,0.519609,0.397344,0.882882,1
0.84863,0.226249,0.472317,0.794703,2
0.904879,0.167936,0.583949,0.124914,2
0.81679,0.509616,0.457663,0.441045,0
0.115913,0.492813,0.164399,0.154991,1
0.792945,0.567116,0.284825,0.811563,0
0.16243,0.414584,0.111745,0.73387,1
0.819369,0.57477,0.137423,0.516883,0
0.221137,0.714059,0.144594,0.276722,2
0.523043,0.501788,0.264753,0.585848,2
0.175696,0.92923,0.186233,0.516484,2
0.133966,0.802561,0.219652,0.826109,2
0.470831,0.551434,0.239166,0.205842,2
0.581067,0.427936,0.834582,0.421817,2
0.162792,0.103552,0.84989,0.448067,0
0.537636,0.531421,0.455359,0.211255,2
0.153821,0.154442,0.577037,0.848154,0
0.472518,0.809089,0.777748,0.596085,0
0.262274,0.727617,0.839377,0.816668,2
0.136209,0.82683,0.441838,0.159884,2
0.571169,0.768832,0.470985,0.207532,0
0.52735,0.116959,0.589039,0.483182,1
0.173309,0.17047,0.427704,0.22122,0
0.882912,0.831228,0.425918,0.456729,1
0.163697,0.118265,0.804104,0.846075,0
0.754911,0.501435,0.373093,0.751967,0
0.211726,0.4521,0.169816,0.165782,1
0.792347,0.178806,0.542467,0.193768,2
0.120678,0.933419,0.837036,0.186896,2
0.899709,0.486063,0.225423,0.471877,0
0.172761,0.171458,0.542136,0.231905,0
0.454035,0.775587,0.489567,0.553817,0
0.870563,0.760804,0.889612,0.56974,1
0.855036,0.478555,0.525406,0.16419,0
0.470113,0.579196,0.207789,0.526063,2
0.466476,0.088963,0.446396,0.783402,1
0.145258,0.772149,0.789471,0.604026,2
0.127351,0.800029,0.593278,0.240907,2
0.153575,0.247012,0.875943,0.157428,0
0.803113,0.141201,0.256641,0.871029,2
0.564449,0.546901,0.549214,0.141308,2
0.866047,0.474054,0.582002,0.926083,0
0.495751,0.071384,0.776373,0.182011,1
0.262904,0.17792,0.856306,0.888139,0
0.781876,0.172954,0.168331,0.769395,1
0.489403,0.31577,0.845686,0.93222,1
0.12006,0.235125,0.05349,0.484724,2
0.523962,0.802723,0.269235,0.516037,0
0.443201,0.158496,0.216499,0.475471,1
0.208409,0.222752,0.973465,0.259563,0
0.871454,0.572113,0.520968,0.859494,0
0.171547,0.517821,0.81965,0.173179,1
0.588103,0.866537,0.450994,0.796385,0
0.226049,0.891395,0.475765,0.578244,2
0.795796,0.838782,0.498432,0.781865,1
0.105372,0.19345,0.166612,0.19733,0
0.47708,0.513132,0.792869,0.666667,2
0.15629,0.527144,0.488484,0.500031,1
0.869769,0.562714,0.0728,0.1737,0
0.031729,0.375893,0.539632,0.127715,1
0.226591,0.822929,0.910637,0.199447,2
0.130868,0.46651,0.766144,0.497302,2
0.545467,0.177425,0.506504,0.819677,1
0.584221,0.513846,0.452505,0.871214,2
0.723304,0.550463,0.178771,0.890034,0
0.929375,0.451222,0.752321,0.781788,2
0.824347,0.89627,0.487698,0.449726,1
0.799237,0.067223,0.878451,0.208367,2
0.498455,0.077876,0.519767,0.412831,1
0.102337,0.532573,0.872329,0.914957,1
0.422041,0.165483,0.553666,0.804161,2
0.186793,0.732971,0.183926,0.223841,2
0.831487,0.838339,0.467942,0.178951,1
0.797928,0.176229,0.061586,0.46487,2
0.570275,0.44854,0.498003,0.187614,2
0.165674,0.778916,0.209697,0.498368,2
0.21585,0.926427,0.893593,0.83438,2
0.102044,0.845871,0.418802,0.506321,2
0.467581,0.767907,0.834908,0.526787,1
0.520378,0.538237,0.84858,0.813722,2
0.843297,0.842149,0.555949,0.83516,0
0.165515,0.123445,0.534253,0.880692,0
0.185689,0.915094,0.744012,0.846381,2
0.845934,0.19435,0.779847,0.255383,2
0.413618,0.833462,0.363952,0.23159,2
0.842202,0.454664,0.213168,0.202038,0
0.272615,0.799849,0.13407,0.122731,2
0.876422,0.464447,0.119018,0.512881,0
0.525237,0.139874,0.725801,0.041478,1
0.090759,0.815315,0.23238,0.116247,0
0.780183,0.431589,0.915842,0.836707,0
0.511959,0.497469,0.164848,0.21855,2
0.806181,0.874556,0.825513,0.877033,0
0.136935,0.463389,0.897835,0.807957,1
0.840572,0.463699,0.185921,0.109743,0
0.245718,0.209584,0.452048,0.51714,1
0.279993,0.564338,0.242152,0.214333,1
0.153335,0.809637,0.858903,0.824968,2
0.547298,0.854921,0.157164,0.403888,0
0.772449,0.840935,0.720129,0.817375,1
0.798112,0.495123,0.445217,0.444317,1
0.830315,0.871181,0.164978,0.535501,1
0.869557,0.242378,0.090345,0.497099,0
0.825487,0.251955,0.503484,0.466262,1
0.526539,0.195329,0.106404,0.797706,1
0.773885,0.891649,0.273067,0.136593,1
0.125147,0.601068,0.88609,0.147895,1
0.755755,0.532546,0.465147,0.161938,0
0.903707,0.567664,0.253019,0.105264,0
0.245303,0.207733,0.102876,0.124429,2
0.498827,0.793586,0.47105,0.123182,0
0.415567,0.830776,0.412776,0.034701,0
0.898691,0.648654,0.14001,0.529606,0
0.537577,0.442323,0.054697,0.814063,2
0.17291,0.861102,0.195289,0.873852,2
0.14063,0.819558,0.173783,0.83189,2
