@relation 'Disjunct attributes: if (A1 == 1 v A2 == 1 v A3 == 1) R = 1; else R = 0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA2 and A3-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A2-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A3-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 or A3-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A2-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A3-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 equ A3-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 equ A2-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 equ A3-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 xor A3-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 xor A2-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 xor A3-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 impl A3-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 impl A2-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 impl A3-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A2 and A3-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A2 or A3-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L0_x_0,0_x_1,1_x_0,1_x_1-C23-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L0_x_0,0_x_1,1_x_0,1_x_1-C24-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L0_x_0,0_x_1,1_x_0,1_x_1-C25-W1.0'

@attribute A1 {0,1}
@attribute A2 {0,1}
@attribute A3 {0,1}
@attribute A4 {0,1}
@attribute A5 numeric
@attribute 'A2 and A3' {0,1}
@attribute 'A1 and A2' {0,1}
@attribute 'A1 and A3' {0,1}
@attribute 'A2 or A3' {0,1}
@attribute 'A1 or A2' {0,1}
@attribute 'A1 or A3' {0,1}
@attribute 'A2 equ A3' {0,1}
@attribute 'A1 equ A2' {0,1}
@attribute 'A1 equ A3' {0,1}
@attribute 'A2 xor A3' {0,1}
@attribute 'A1 xor A2' {0,1}
@attribute 'A1 xor A3' {0,1}
@attribute 'A2 impl A3' {0,1}
@attribute 'A1 impl A2' {0,1}
@attribute 'A1 impl A3' {0,1}
@attribute 'A1 and A2 and A3' {0,1}
@attribute 'A1 or A2 or A3' {0,1}
@attribute A2_x_A3 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A1_x_A2 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A1_x_A3 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute class numeric

@data
0,1,1,1,58.500508,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,1,1,1,77.617693,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,1,0,1,28.688905,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,1,1,1,65.680848,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,1,0,85.184045,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,1,18.236747,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,0,1,0,68.92195,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,0,0,68.996246,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,0,82.041036,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,1,1,45.607908,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,1,0,50.294539,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,0,0,1,6.866469,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,0,0,0,7.841179,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,1,1,1,19.599546,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,1,0,0,83.552426,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,0,0,1,71.517075,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,0,0,0,35.469955,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,0,1,0,16.629758,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,1,1,1,72.150187,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,1,0,1,68.547287,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,0,0,0,55.601005,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,1,1,13.358355,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,1,90.311614,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,1,1,0,33.23399,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,0,0,23.049549,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,1,1,0,2.996808,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,1,0,74.056149,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,0,1,0,54.914337,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,1,1,1,18.481209,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,1,0,1,69.55242,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,1,0,95.736497,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,1,1,0,14.36349,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,1,1,1,76.307183,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,1,0,0,1.758808,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,1,1,1,66.869721,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,1,0,79.014096,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,1,1.573139,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,1,1,52.644351,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,0,0,36.283748,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,1,1,37.258459,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,0,0,28.944299,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,1,1,12.969706,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,1,0,37.891571,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,0,25.331299,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,1,1,0,21.095287,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,0,0,0,76.862817,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,1,1,33.45688,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,0,1,0,52.574065,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,0,1,1,14.164127,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,1,0,1,51.156071,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,0,0,10.229729,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,1,0,1.915569,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,0,0,70.703677,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,0,0,0,10.86284,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,1,12.767847,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,1,0,29.544345,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,1,0,94.655256,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,0,0,1,25.857049,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,1,0,1,8.566148,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,0,1,1,15.103277,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,0,0,0,89.268136,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,0,1,49.806697,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,1,1,24.790336,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,0,90.287258,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,1,0,0,59.500946,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,0,0,0,96.878899,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,1,1,97.467599,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,1,0,0,72.590146,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,0,1,37.701059,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,0,1,17.015206,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,1,0,0,25.096376,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,1,0,1,89.049258,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,1,1,0,0.807623,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,1,0,70.623079,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,0,1,29.943839,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,0,1,5.333689,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,0,1,0,92.773417,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,0,1,0,73.54721,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,1,1,0,6.352811,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,1,1,93.406529,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,0,0,0,1.873711,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,0,1,1,83.969067,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,0,1,1,13.854548,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,1,0,1,29.938167,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,0,1,0,86.158398,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,1,1,1,67.828175,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,0,0,25.446617,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,0,1,1.469578,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,0,0,0,1.157864,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,1,64.299154,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,1,1,22.303607,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,0,0,1,8.605507,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,0,0,28.895249,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,1,1,92.462121,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,0,0,0,4.606496,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,1,1,3.218387,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,1,1,1,68.329298,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,1,0,0,37.928995,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,0,0,73.376898,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,1,1,31.38135,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,0,0,57.991006,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,1,1,0,94.21093,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,0,0,0,70.23389,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,0,1,95.527236,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,1,0,54.847997,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,1,34.443972,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,0,0,0,18.469381,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,1,0,47.595437,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,0,0,8.76711,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,1,0,24.850725,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,1,1,0,60.684639,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,0,68.399584,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,1,1,0,87.902779,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,0,0,81.518668,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,0,57.15562,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,1,16.229278,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,0,0,51.677182,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,1,1,35.702589,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,0,0,4.233081,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,1,0,4.551423,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,0,0,55.622636,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,1,1,1,74.739821,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,0,0,0,40.236742,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,1,58.863736,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,1,0,79.524962,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,1,0,0,30.596175,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,1,0,1,66.044077,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,0,0,0,44.002347,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,0,0,0,5.718307,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,1,0,74.248798,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,0,0,51.182687,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,0,0,12.772748,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,0,0,0,45.152355,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,0,1,1,75.721035,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,1,1,0,8.773739,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,1,0,1,9.748449,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,0,0,1,85.138298,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,0,1,1,71.033986,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,1,0,1,97.499891,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,0,0,1,79.981257,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,1,0,80.569958,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,0,1,1,56.592918,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,0,1,17.517489,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,0,0,11.111247,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,0,1,0,87.134209,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,1,1,1,50.453979,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,0,0,0,81.65577,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,0,0,46.766681,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,1,0,1,66.269876,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,0,1,58.341727,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,0,1,23.452639,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,0,1,1,66.902988,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,1,0,1,60.518879,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,1,1,1,42.614235,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,0,1,1,79.992189,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,0,0,1,28.31457,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,1,0,12.339979,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,0,1,4.025819,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,1,1,88.298328,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,0,1,49.994918,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,1,0,13.9478,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,0,0,1,15.852808,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,0,32.629306,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,0,0,35.712129,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,1,1,71.546041,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,0,1,57.085604,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,1,1,51.637052,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,0,0,83.647378,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,0,0,75.719227,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,0,0,1,26.662046,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,0,1,71.398819,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,1,0,1,29.175539,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,0,1,47.110066,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,1,0,0,6.430827,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,1,1,1,7.405536,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,1,0,0.002306,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,1,0,1,58.937055,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,1,1,0,15.531117,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,1,0,1,34.648302,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,0,0,0,57.593357,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,1,0,69.351722,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,0,0,33.304604,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,1,1,70.296548,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,1,1,84.836124,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,0,0,0,78.452014,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
