@relation 'Linear function with redundant attributes: 2*A1 - 2*A2 = R; A2 == A3, A4 == A5-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) and A2==(0.499958-inf)-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) and A3==(0.499958-inf)-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) and A3==(0.499958-inf)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) or A2==(0.499958-inf)-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) or A3==(0.499958-inf)-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) or A3==(0.499958-inf)-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) equ A2==(0.499958-inf)-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) equ A3==(0.499958-inf)-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) equ A3==(0.499958-inf)-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) xor A2==(0.499958-inf)-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) xor A3==(0.499958-inf)-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) xor A3==(0.499958-inf)-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) impl A2==(0.499958-inf)-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) impl A3==(0.499958-inf)-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) impl A3==(0.499958-inf)-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) and A2==(0.499958-inf) and A3==(0.499958-inf)-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) or A2==(0.499958-inf) or A3==(0.499958-inf)-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C20-W1.0-weka.filters.unsupervised.attribute.Add-NA2 ADD A3-C21-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A3-C22-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C23-W1.0-weka.filters.unsupervised.attribute.Add-NA2 SUBTRACT A3-C24-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A3-C25-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C26-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C27-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A3-C28-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A2-C29-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A3-C30-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A1-C31-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C32-W1.0-weka.filters.unsupervised.attribute.Add-NA2 MULTIPLY A3-C33-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A3-C34-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C35-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 LESSTHAN A3-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A3-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NA2 DIFF A3-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A3-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\',\'(-inf-0.500055]\'_x_\'(0.499958-inf)\',\'(0.500055-inf)\'_x_\'(-inf-0.499958]\',\'(0.500055-inf)\'_x_\'(0.499958-inf)\'-C37-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\',\'(-inf-0.499958]\'_x_\'(0.499958-inf)\',\'(0.499958-inf)\'_x_\'(-inf-0.499958]\',\'(0.499958-inf)\'_x_\'(0.499958-inf)\'-C38-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\',\'(-inf-0.500055]\'_x_\'(0.499958-inf)\',\'(0.500055-inf)\'_x_\'(-inf-0.499958]\',\'(0.500055-inf)\'_x_\'(0.499958-inf)\'-C39-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute F1L1 {0,1}
@attribute F2L1 {0,1}
@attribute F3L1 {0,1}
@attribute F4L1 {0,1}
@attribute F5L1 {0,1}
@attribute F6L1 {0,1}
@attribute F7L1 {0,1}
@attribute F8L1 {0,1}
@attribute F9L1 {0,1}
@attribute F10L1 {0,1}
@attribute F11L1 {0,1}
@attribute F12L1 {0,1}
@attribute F13L1 {0,1}
@attribute F14L1 {0,1}
@attribute F15L1 numeric
@attribute F16L1 numeric
@attribute F17L1 numeric
@attribute F18L1 numeric
@attribute F19L1 numeric
@attribute F20L1 numeric
@attribute F21L1 numeric
@attribute F22L1 numeric
@attribute F23L1 numeric
@attribute F24L1 numeric
@attribute F25L1 numeric
@attribute F26L1 numeric
@attribute F27L1 numeric
@attribute F28L1 numeric
@attribute F29L1 numeric
@attribute F30L1 {0,1}
@attribute F31L1 {0,1}
@attribute F32L1 {'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\''}
@attribute F33L1 {'\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(-inf-0.499958]\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\''}
@attribute F34L1 {'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\''}
@attribute class numeric

@data
0.037845,0.715865,0.715865,0.17486,0.17486,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.75371,1.43173,0.75371,-0.67802,0,-0.67802,0.052866,18.915709,1,1,0.052866,18.915709,0.027092,0.512463,0.027092,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.356042
0.337262,0.740041,0.740041,0.543414,0.543414,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.077303,1.480082,1.077303,-0.402779,0,-0.402779,0.455734,2.194261,1,1,0.455734,2.194261,0.249588,0.547661,0.249588,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.805557
0.653793,0.868535,0.868535,0.905407,0.905407,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.522328,1.73707,1.522328,-0.214742,0,-0.214742,0.752754,1.328456,1,1,0.752754,1.328456,0.567842,0.754353,0.567842,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.429485
0.224678,0.829971,0.829971,0.317652,0.317652,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.054649,1.659942,1.054649,-0.605293,0,-0.605293,0.270706,3.694047,1,1,0.270706,3.694047,0.186476,0.688852,0.186476,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.210587
0.146876,0.257073,0.257073,0.451416,0.451416,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.403949,0.514146,0.403949,-0.110197,0,-0.110197,0.57134,1.750272,1,1,0.57134,1.750272,0.037758,0.066087,0.037758,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.220393
0.490775,0.715239,0.715239,0.153703,0.153703,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.206014,1.430478,1.206014,-0.224464,0,-0.224464,0.686169,1.457366,1,1,0.686169,1.457366,0.351021,0.511567,0.351021,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.448927
0.284399,0.243489,0.243489,0.544399,0.544399,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.527888,0.486978,0.527888,0.04091,0,0.04091,1.168016,0.856153,1,1,1.168016,0.856153,0.069248,0.059287,0.069248,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.081822
0.940258,0.208827,0.208827,0.243928,0.243928,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.149085,0.417654,1.149085,0.731431,0,0.731431,4.502569,0.222095,1,1,4.502569,0.222095,0.196351,0.043609,0.196351,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.462862
0.677227,0.496577,0.496577,0.070674,0.070674,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.173804,0.993154,1.173804,0.18065,0,0.18065,1.363791,0.73325,1,1,1.363791,0.73325,0.336295,0.246589,0.336295,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.3613
0.470729,0.665218,0.665218,0.923665,0.923665,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.135947,1.330436,1.135947,-0.194489,0,-0.194489,0.707631,1.413166,1,1,0.707631,1.413166,0.313137,0.442515,0.313137,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.388977
0.401774,0.92654,0.92654,0.952438,0.952438,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.328314,1.85308,1.328314,-0.524766,0,-0.524766,0.433628,2.306122,1,1,0.433628,2.306122,0.37226,0.858476,0.37226,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.049532
0.043149,0.937275,0.937275,0.066669,0.066669,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.980424,1.87455,0.980424,-0.894126,0,-0.894126,0.046037,21.721824,1,1,0.046037,21.721824,0.040442,0.878484,0.040442,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.788252
0.996413,0.022179,0.022179,0.313385,0.313385,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.018592,0.044358,1.018592,0.974234,0,0.974234,44.925966,0.022259,1,1,44.925966,0.022259,0.022099,0.000492,0.022099,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.948469
0.759944,0.565873,0.565873,0.817238,0.817238,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.325817,1.131746,1.325817,0.194071,0,0.194071,1.342959,0.744625,1,1,1.342959,0.744625,0.430032,0.320212,0.430032,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.388142
0.238355,0.262095,0.262095,0.965775,0.965775,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.50045,0.52419,0.50045,-0.02374,0,-0.02374,0.909422,1.099599,1,1,0.909422,1.099599,0.062472,0.068694,0.062472,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.047479
0.459804,0.788071,0.788071,0.022804,0.022804,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.247875,1.576142,1.247875,-0.328267,0,-0.328267,0.583455,1.713928,1,1,0.583455,1.713928,0.362358,0.621056,0.362358,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.656535
0.597966,0.464055,0.464055,0.79629,0.79629,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.062021,0.92811,1.062021,0.133911,0,0.133911,1.288567,0.776056,1,1,1.288567,0.776056,0.277489,0.215347,0.277489,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.267822
0.174185,0.330857,0.330857,0.968009,0.968009,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.505042,0.661714,0.505042,-0.156672,0,-0.156672,0.526466,1.899457,1,1,0.526466,1.899457,0.05763,0.109466,0.05763,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.313342
0.416349,0.752697,0.752697,0.687276,0.687276,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.169046,1.505394,1.169046,-0.336348,0,-0.336348,0.553143,1.807851,1,1,0.553143,1.807851,0.313385,0.566553,0.313385,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.672697
0.219002,0.831636,0.831636,0.926018,0.926018,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.050638,1.663272,1.050638,-0.612634,0,-0.612634,0.263339,3.79739,1,1,0.263339,3.79739,0.18213,0.691618,0.18213,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.225269
0.566197,0.023951,0.023951,0.837495,0.837495,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.590148,0.047902,0.590148,0.542246,0,0.542246,23.639806,0.042302,1,1,23.639806,0.042302,0.013561,0.000574,0.013561,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.084492
0.405996,0.547945,0.547945,0.104904,0.104904,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.953941,1.09589,0.953941,-0.141949,0,-0.141949,0.740943,1.349632,1,1,0.740943,1.349632,0.222463,0.300244,0.222463,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.283898
0.370647,0.07679,0.07679,0.5949,0.5949,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.447437,0.15358,0.447437,0.293857,0,0.293857,4.826761,0.207178,1,1,4.826761,0.207178,0.028462,0.005897,0.028462,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.587714
0.094979,0.819383,0.819383,0.074078,0.074078,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.914362,1.638766,0.914362,-0.724404,0,-0.724404,0.115915,8.626991,1,1,0.115915,8.626991,0.077824,0.671389,0.077824,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.448807
0.683688,0.884256,0.884256,0.488744,0.488744,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.567944,1.768512,1.567944,-0.200568,0,-0.200568,0.773179,1.293362,1,1,0.773179,1.293362,0.604555,0.781909,0.604555,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.401135
0.516802,0.385042,0.385042,0.084059,0.084059,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.901844,0.770084,0.901844,0.13176,0,0.13176,1.342196,0.745047,1,1,1.342196,0.745047,0.19899,0.148257,0.19899,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.26352
0.420173,0.154291,0.154291,0.058468,0.058468,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.574464,0.308582,0.574464,0.265882,0,0.265882,2.72325,0.367208,1,1,2.72325,0.367208,0.064829,0.023806,0.064829,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.531764
0.87702,0.078062,0.078062,0.54633,0.54633,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.955082,0.156124,0.955082,0.798958,0,0.798958,11.234916,0.089008,1,1,11.234916,0.089008,0.068462,0.006094,0.068462,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.597915
0.183384,0.458069,0.458069,0.284051,0.284051,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.641453,0.916138,0.641453,-0.274685,0,-0.274685,0.400341,2.497868,1,1,0.400341,2.497868,0.084003,0.209827,0.084003,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.54937
0.304212,0.882027,0.882027,0.600978,0.600978,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.186239,1.764054,1.186239,-0.577815,0,-0.577815,0.344901,2.899383,1,1,0.344901,2.899383,0.268323,0.777972,0.268323,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.15563
0.521245,0.80359,0.80359,0.092049,0.092049,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.324835,1.60718,1.324835,-0.282345,0,-0.282345,0.648645,1.541674,1,1,0.648645,1.541674,0.418867,0.645757,0.418867,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.564691
0.290558,0.686527,0.686527,0.278503,0.278503,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.977085,1.373054,0.977085,-0.395969,0,-0.395969,0.423229,2.362788,1,1,0.423229,2.362788,0.199476,0.471319,0.199476,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.79194
0.374668,0.832933,0.832933,0.161393,0.161393,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.207601,1.665866,1.207601,-0.458265,0,-0.458265,0.449818,2.223123,1,1,0.449818,2.223123,0.312073,0.693777,0.312073,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.916531
0.144271,0.994088,0.994088,0.447168,0.447168,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.138359,1.988176,1.138359,-0.849817,0,-0.849817,0.145129,6.890421,1,1,0.145129,6.890421,0.143418,0.988211,0.143418,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.699634
0.417227,0.503309,0.503309,0.404595,0.404595,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.920536,1.006618,0.920536,-0.086082,0,-0.086082,0.828968,1.206319,1,1,0.828968,1.206319,0.209994,0.25332,0.209994,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.172165
0.345824,0.058829,0.058829,0.04509,0.04509,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.404653,0.117658,0.404653,0.286995,0,0.286995,5.878461,0.170113,1,1,5.878461,0.170113,0.020344,0.003461,0.020344,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.573989
0.75663,0.558785,0.558785,0.327635,0.327635,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.315415,1.11757,1.315415,0.197845,0,0.197845,1.354063,0.738518,1,1,1.354063,0.738518,0.422793,0.312241,0.422793,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.395689
0.987534,0.557834,0.557834,0.121687,0.121687,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.545368,1.115668,1.545368,0.4297,0,0.4297,1.770301,0.564876,1,1,1.770301,0.564876,0.55088,0.311179,0.55088,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.859401
0.23565,0.648135,0.648135,0.453089,0.453089,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.883785,1.29627,0.883785,-0.412485,0,-0.412485,0.363582,2.750414,1,1,0.363582,2.750414,0.152733,0.420079,0.152733,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.82497
0.547298,0.566383,0.566383,0.878997,0.878997,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.113681,1.132766,1.113681,-0.019085,0,-0.019085,0.966304,1.034871,1,1,0.966304,1.034871,0.30998,0.32079,0.30998,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.03817
0.771743,0.13477,0.13477,0.056579,0.056579,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.906513,0.26954,0.906513,0.636973,0,0.636973,5.726371,0.174631,1,1,5.726371,0.174631,0.104008,0.018163,0.104008,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.273945
0.673165,0.813383,0.813383,0.210608,0.210608,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.486548,1.626766,1.486548,-0.140218,0,-0.140218,0.827611,1.208297,1,1,0.827611,1.208297,0.547541,0.661592,0.547541,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.280435
0.577136,0.470263,0.470263,0.250309,0.250309,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.047399,0.940526,1.047399,0.106873,0,0.106873,1.227262,0.814822,1,1,1.227262,0.814822,0.271406,0.221147,0.271406,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.213746
0.960693,0.496956,0.496956,0.513828,0.513828,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.457649,0.993912,1.457649,0.463737,0,0.463737,1.933155,0.517289,1,1,1.933155,0.517289,0.477422,0.246965,0.477422,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.927475
0.04947,0.159911,0.159911,0.536021,0.536021,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.209381,0.319822,0.209381,-0.110441,0,-0.110441,0.30936,3.232484,1,1,0.30936,3.232484,0.007911,0.025572,0.007911,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.220882
0.61689,0.233817,0.233817,0.706183,0.706183,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.850707,0.467634,0.850707,0.383073,0,0.383073,2.638345,0.379025,1,1,2.638345,0.379025,0.144239,0.05467,0.144239,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.766146
