@relation 'Non Linear function: 2*A1^2 - 3*A2^2 - A3 = R-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) and A2==(0.500065-inf)-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) and A3==(0.499977-inf)-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) and A3==(0.499977-inf)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) or A2==(0.500065-inf)-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) or A3==(0.499977-inf)-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) or A3==(0.499977-inf)-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) equ A2==(0.500065-inf)-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) equ A3==(0.499977-inf)-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) equ A3==(0.499977-inf)-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) xor A2==(0.500065-inf)-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) xor A3==(0.499977-inf)-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) xor A3==(0.499977-inf)-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) impl A2==(0.500065-inf)-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) impl A3==(0.499977-inf)-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) impl A3==(0.499977-inf)-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) and A2==(0.500065-inf) and A3==(0.499977-inf)-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) or A2==(0.500065-inf) or A3==(0.499977-inf)-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C23-W1.0-weka.filters.unsupervised.attribute.Add-NA2 ADD A3-C24-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A3-C25-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C26-W1.0-weka.filters.unsupervised.attribute.Add-NA2 SUBTRACT A3-C27-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A3-C28-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C29-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C30-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A3-C31-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A2-C32-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A3-C33-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A1-C34-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C35-W1.0-weka.filters.unsupervised.attribute.Add-NA2 MULTIPLY A3-C36-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A3-C37-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C38-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 LESSTHAN A3-L0,1-C39-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A3-L0,1-C40-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA2 DIFF A3-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A3-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.5]\'_x_\'(-inf-0.500065]\',\'(-inf-0.5]\'_x_\'(0.500065-inf)\',\'(0.5-inf)\'_x_\'(-inf-0.500065]\',\'(0.5-inf)\'_x_\'(0.500065-inf)\'-C41-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\',\'(-inf-0.500065]\'_x_\'(0.499977-inf)\',\'(0.500065-inf)\'_x_\'(-inf-0.499977]\',\'(0.500065-inf)\'_x_\'(0.499977-inf)\'-C42-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.5]\'_x_\'(-inf-0.499977]\',\'(-inf-0.5]\'_x_\'(0.499977-inf)\',\'(0.5-inf)\'_x_\'(-inf-0.499977]\',\'(0.5-inf)\'_x_\'(0.499977-inf)\'-C43-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute 'A1==(0.5-inf) and A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) and A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) and A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) or A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) or A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) or A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) equ A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) equ A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) equ A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) xor A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) xor A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) xor A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) impl A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) impl A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) impl A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) and A2==(0.500065-inf) and A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) or A2==(0.500065-inf) or A3==(0.499977-inf)' {0,1}
@attribute 'A1 ADD A2' numeric
@attribute 'A2 ADD A3' numeric
@attribute 'A1 ADD A3' numeric
@attribute 'A1 SUBTRACT A2' numeric
@attribute 'A2 SUBTRACT A3' numeric
@attribute 'A1 SUBTRACT A3' numeric
@attribute 'A1 DIVIDE A2' numeric
@attribute 'A2 DIVIDE A1' numeric
@attribute 'A2 DIVIDE A3' numeric
@attribute 'A3 DIVIDE A2' numeric
@attribute 'A1 DIVIDE A3' numeric
@attribute 'A3 DIVIDE A1' numeric
@attribute 'A1 MULTIPLY A2' numeric
@attribute 'A2 MULTIPLY A3' numeric
@attribute 'A1 MULTIPLY A3' numeric
@attribute 'A1 LESSTHAN A2' {0,1}
@attribute 'A2 LESSTHAN A3' {0,1}
@attribute 'A1 LESSTHAN A3' {0,1}
@attribute A1_x_A2 {'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(0.5-inf)\'_x_\'(0.500065-inf)\''}
@attribute A2_x_A3 {'\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\''}
@attribute A1_x_A3 {'\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\''}
@attribute class numeric

@data
0.200342,0.431774,0.573173,0.496475,0.314611,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.632116,1.004947,0.773515,-0.231432,-0.141399,-0.372831,0.463997,2.155185,0.753305,1.327484,0.349531,2.860973,0.086502,0.247481,0.114831,1,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-1.052187
0.999346,0.849188,0.304698,0.468129,0.854355,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.848534,1.153886,1.304044,0.150158,0.54449,0.694648,1.176825,0.849744,2.786983,0.358811,3.279792,0.304897,0.848633,0.258746,0.304499,0,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-0.470676
0.113928,0.317557,0.108012,0.392409,0.311788,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.431485,0.425569,0.22194,-0.203629,0.209545,0.005916,0.358764,2.787348,2.940016,0.340134,1.054772,0.948072,0.036179,0.0343,0.012306,1,0,0,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.384581
0.42217,0.465869,0.205302,0.972938,0.948307,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.888039,0.671171,0.627472,-0.043699,0.260567,0.216868,0.906199,1.10351,2.269189,0.440686,2.056337,0.486302,0.196676,0.095644,0.086672,1,0,0,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.499951
0.794718,0.64228,0.681629,0.910696,0.794409,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.436998,1.323909,1.476347,0.152438,-0.039349,0.113089,1.237339,0.808186,0.942272,1.061265,1.16591,0.857699,0.510431,0.437797,0.541703,0,1,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-0.656046
0.76555,0.200201,0.675857,0.412129,0.866328,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0.965751,0.876058,1.441407,0.565349,-0.475656,0.089693,3.823907,0.261513,0.296218,3.375892,1.13271,0.882838,0.153264,0.135307,0.517402,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',0.376034
0.412394,0.060087,0.666433,0.70868,0.852091,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.472481,0.72652,1.078827,0.352307,-0.606346,-0.254039,6.863282,0.145703,0.090162,11.091135,0.618808,1.61601,0.02478,0.040044,0.274833,0,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-0.337126
0.631825,0.136453,0.450655,0.217445,0.039472,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.768278,0.587108,1.08248,0.495372,-0.314202,0.18117,4.630349,0.215966,0.302788,3.302639,1.402015,0.713259,0.086214,0.061493,0.284735,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.291892
0.282319,0.755689,0.935349,0.514836,0.818506,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1.038008,1.691038,1.217668,-0.47337,-0.17966,-0.65303,0.373592,2.67672,0.807922,1.237743,0.301833,3.313093,0.213345,0.706833,0.264067,1,1,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-2.489137
0.951956,0.537516,0.312735,0.948732,0.223364,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.489472,0.850251,1.264691,0.41444,0.224781,0.639221,1.771028,0.564644,1.718759,0.581815,3.04397,0.328518,0.511692,0.1681,0.29771,0,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.632934
0.336967,0.738895,0.389197,0.723076,0.652516,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1.075862,1.128092,0.726164,-0.401928,0.349698,-0.05223,0.456042,2.192781,1.898512,0.526728,0.865801,1.155,0.248983,0.287576,0.131147,1,0,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-1.8
0.591109,0.756358,0.188938,0.618882,0.292755,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.347467,0.945296,0.780047,-0.165249,0.56742,0.402171,0.78152,1.279558,4.003207,0.2498,3.128587,0.319633,0.44709,0.142905,0.111683,1,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-1.206352
0.076116,0.109924,0.441343,0.733103,0.883188,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.18604,0.551267,0.517459,-0.033808,-0.331419,-0.365227,0.692442,1.444164,0.249067,4.014983,0.172465,5.798295,0.008367,0.048514,0.033593,1,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.466006
0.743665,0.806387,0.845441,0.622616,0.317381,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.550052,1.651828,1.589106,-0.062722,-0.039054,-0.101776,0.922218,1.084342,0.953806,1.048431,0.879618,1.136857,0.599682,0.681753,0.628725,1,1,1,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-1.690147
0.043613,0.251916,0.83976,0.557984,0.549154,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.295529,1.091676,0.883373,-0.208303,-0.587844,-0.796147,0.173125,5.776168,0.299986,3.333492,0.051935,19.254809,0.010987,0.211549,0.036624,1,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-1.02634
0.88308,0.950813,0.291879,0.927209,0.340477,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.833893,1.242692,1.174959,-0.067733,0.658934,0.591201,0.928763,1.076701,3.257559,0.306978,3.0255,0.330524,0.839644,0.277522,0.257753,1,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-1.444353
0.22276,0.230926,0.283787,0.91221,0.959893,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.453686,0.514713,0.506547,-0.008166,-0.052861,-0.061027,0.964638,1.036658,0.81373,1.228909,0.784955,1.273959,0.051441,0.065534,0.063216,1,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.344523
0.218299,0.115564,0.574297,0.793392,0.146413,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.333863,0.689861,0.792596,0.102735,-0.458733,-0.355998,1.888988,0.529384,0.201227,4.969515,0.380115,2.630782,0.025228,0.066368,0.125368,0,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-0.519053
0.276808,0.014697,0.401146,0.47884,0.578577,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.291505,0.415843,0.677954,0.262111,-0.386449,-0.124338,18.83432,0.053095,0.036638,27.294414,0.690043,1.449185,0.004068,0.005896,0.11104,0,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.248548
0.702258,0.946922,0.809112,0.676983,0.289443,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.64918,1.756034,1.51137,-0.244664,0.13781,-0.106854,0.741622,1.348396,1.170323,0.854465,0.867937,1.152158,0.664984,0.766166,0.568205,1,0,1,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-2.512765
0.021122,0.171519,0.041068,0.18552,0.889806,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.192641,0.212587,0.06219,-0.150397,0.130451,-0.019946,0.123147,8.120396,4.176463,0.239437,0.514318,1.944323,0.003623,0.007044,0.000867,1,0,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.128432
0.882502,0.955886,0.96603,0.414326,0.535965,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.838388,1.921916,1.848532,-0.073384,-0.010144,-0.083528,0.923229,1.083154,0.989499,1.010612,0.913535,1.094649,0.843571,0.923415,0.852523,1,1,1,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-2.149564
0.712686,0.394686,0.090797,0.4018,0.365617,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1.107372,0.485483,0.803483,0.318,0.303889,0.621889,1.805704,0.553801,4.346906,0.230049,7.849224,0.127401,0.281287,0.035836,0.06471,0,0,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.457712
0.225448,0.276849,0.884151,0.693165,0.625393,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.502297,1.161,1.109599,-0.051401,-0.607302,-0.658703,0.814336,1.227995,0.313124,3.193622,0.254988,3.921751,0.062415,0.244776,0.19933,1,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-1.012433
0.822453,0.884417,0.292583,0.013079,0.002348,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.70687,1.177,1.115036,-0.061964,0.591834,0.52987,0.929938,1.07534,3.02279,0.33082,2.811007,0.355744,0.727391,0.258765,0.240636,1,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-1.286306
0.883728,0.056847,0.342471,0.859441,0.310584,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.940575,0.399318,1.226199,0.826881,-0.285624,0.541257,15.545728,0.064326,0.165991,6.024434,2.580446,0.38753,0.050237,0.019468,0.302651,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',1.209783
0.636233,0.379082,0.811778,0.291612,0.870366,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1.015315,1.19086,1.448011,0.257151,-0.432696,-0.175545,1.678352,0.595823,0.466977,2.141431,0.783752,1.275913,0.241184,0.30773,0.51648,0,1,1,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-0.433302
0.312846,0.650046,0.196817,0.59167,0.131343,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0.962892,0.846863,0.509663,-0.3372,0.453229,0.116029,0.481267,2.077847,3.302794,0.302774,1.589527,0.629118,0.203364,0.12794,0.061573,1,0,0,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-1.268751
0.858277,0.485493,0.647405,0.537326,0.527292,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1.34377,1.132898,1.505682,0.372784,-0.161912,0.210872,1.767846,0.56566,0.749906,1.3335,1.325719,0.754308,0.416687,0.314311,0.555653,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',0.118766
0.234875,0.465033,0.836138,0.998628,0.3909,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.699908,1.301171,1.071013,-0.230158,-0.371105,-0.601263,0.505072,1.979917,0.556168,1.798019,0.280905,3.559928,0.109225,0.388832,0.196388,1,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-1.374572
0.994437,0.141427,0.776084,0.218859,0.400565,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1.135864,0.917511,1.770521,0.85301,-0.634657,0.218353,7.031451,0.142218,0.182232,5.487524,1.281352,0.780426,0.14064,0.109759,0.771767,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',1.141722
0.451672,0.17268,0.651504,0.451346,0.635414,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.624352,0.824184,1.103176,0.278992,-0.478824,-0.199832,2.615659,0.382313,0.265048,3.772898,0.693276,1.442427,0.077995,0.112502,0.294266,0,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-0.332944
0.622768,0.233118,0.148272,0.129644,0.582151,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.855886,0.38139,0.77104,0.38965,0.084846,0.474496,2.671471,0.374326,1.572232,0.636038,4.200173,0.238085,0.145178,0.034565,0.092339,0,0,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.464376
0.140289,0.78084,0.203688,0.46353,0.323615,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0.921129,0.984528,0.343977,-0.640551,0.577152,-0.063399,0.179664,5.565939,3.83351,0.260858,0.688745,1.451917,0.109543,0.159048,0.028575,1,0,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-1.993461
0.251065,0.970006,0.11022,0.159275,0.210568,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1.221071,1.080226,0.361285,-0.718941,0.859786,0.140845,0.258828,3.863565,8.800635,0.113628,2.277853,0.43901,0.243535,0.106914,0.027672,1,0,0,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-2.806888
0.933694,0.898024,0.125406,0.280318,0.764057,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.831718,1.02343,1.0591,0.03567,0.772618,0.808288,1.039721,0.961797,7.160933,0.139647,7.445369,0.134312,0.83848,0.112618,0.117091,0,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-0.801181
0.673298,0.92542,0.38183,0.144495,0.384649,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.598718,1.30725,1.055128,-0.252122,0.54359,0.291468,0.727559,1.374458,2.423644,0.412602,1.763345,0.567104,0.623083,0.353353,0.257085,1,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-2.044378
0.168894,0.998726,0.011035,0.446406,0.190387,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1.16762,1.009761,0.179929,-0.829832,0.987691,0.157859,0.169109,5.91333,90.505301,0.011049,15.305301,0.065337,0.168679,0.011021,0.001864,1,0,0,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-2.946343
0.008808,0.225178,0.583869,0.837509,0.579369,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.233986,0.809047,0.592677,-0.21637,-0.358691,-0.575061,0.039116,25.565168,0.385665,2.592922,0.015086,66.288488,0.001983,0.131474,0.005143,1,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-0.735829
0.743373,0.153549,0.091804,0.502207,0.643234,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.896922,0.245353,0.835177,0.589824,0.061745,0.651569,4.841275,0.206557,1.672574,0.597881,8.097392,0.123497,0.114144,0.014096,0.068245,0,0,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.942671
0.705996,0.199472,0.259912,0.945754,0.864499,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.905468,0.459384,0.965908,0.506524,-0.06044,0.446084,3.539324,0.28254,0.76746,1.303,2.716289,0.368149,0.140826,0.051845,0.183497,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.617581
