@relation 'if(A1 == 0 ||  A2 == 0) then R=5*A1 + A2 else if(A1 == 0 ||  A2 == 1) then //R=A1 - 4*A2 else if(A1 == 1 ||  A2 == 0) then //R=2*A1 + 8*A2 else if(A1 == 1 ||  A2 == 1) then R=-2*A1 - 3*A2 -weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA3 and A4-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) and A3-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A2==(0.49991-inf)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) and A4-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A3-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A4-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 or A4-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) or A3-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A2==(0.49991-inf)-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) or A4-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A3-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A4-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 equ A4-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) equ A3-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) equ A2==(0.49991-inf)-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) equ A4-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) equ A3-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) equ A4-L0,1-C23-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 xor A4-L0,1-C24-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) xor A3-L0,1-C25-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) xor A2==(0.49991-inf)-L0,1-C26-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) xor A4-L0,1-C27-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) xor A3-L0,1-C28-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) xor A4-L0,1-C29-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 impl A4-L0,1-C30-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) impl A3-L0,1-C31-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) impl A2==(0.49991-inf)-L0,1-C32-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) impl A4-L0,1-C33-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) impl A3-L0,1-C34-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) impl A4-L0,1-C35-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) and A3 and A4-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A2==(0.49991-inf) and A4-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) and A3 and A4-L0,1-C38-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.49991-inf) or A3 or A4-L0,1-C39-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A2==(0.49991-inf) or A4-L0,1-C40-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.50008-inf) or A3 or A4-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C42-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C43-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C44-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C45-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C46-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C47-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C48-W1.0-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Add-TNOM-NA3_x_A4-L0_x_0,0_x_1,1_x_0,1_x_1-C48-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.49991]\'_x_0,\'(-inf-0.49991]\'_x_1,\'(0.49991-inf)\'_x_0,\'(0.49991-inf)\'_x_1-C49-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\',\'(-inf-0.50008]\'_x_\'(0.49991-inf)\',\'(0.50008-inf)\'_x_\'(-inf-0.49991]\',\'(0.50008-inf)\'_x_\'(0.49991-inf)\'-C50-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A4-L\'(-inf-0.49991]\'_x_0,\'(-inf-0.49991]\'_x_1,\'(0.49991-inf)\'_x_0,\'(0.49991-inf)\'_x_1-C51-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.50008]\'_x_0,\'(-inf-0.50008]\'_x_1,\'(0.50008-inf)\'_x_0,\'(0.50008-inf)\'_x_1-C52-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A4-L\'(-inf-0.50008]\'_x_0,\'(-inf-0.50008]\'_x_1,\'(0.50008-inf)\'_x_0,\'(0.50008-inf)\'_x_1-C53-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 {0,1}
@attribute A4 {0,1}
@attribute A5 numeric
@attribute F1L1 {0,1}
@attribute F2L1 {0,1}
@attribute F3L1 {0,1}
@attribute F4L1 {0,1}
@attribute F5L1 {0,1}
@attribute F6L1 {0,1}
@attribute F7L1 {0,1}
@attribute F8L1 {0,1}
@attribute F9L1 {0,1}
@attribute F10L1 {0,1}
@attribute F11L1 {0,1}
@attribute F12L1 {0,1}
@attribute F13L1 {0,1}
@attribute F14L1 {0,1}
@attribute F15L1 {0,1}
@attribute F16L1 {0,1}
@attribute F17L1 {0,1}
@attribute F18L1 {0,1}
@attribute F19L1 {0,1}
@attribute F20L1 {0,1}
@attribute F21L1 {0,1}
@attribute F22L1 {0,1}
@attribute F23L1 {0,1}
@attribute F24L1 {0,1}
@attribute F25L1 {0,1}
@attribute F26L1 {0,1}
@attribute F27L1 {0,1}
@attribute F28L1 {0,1}
@attribute F29L1 {0,1}
@attribute F30L1 {0,1}
@attribute F31L1 {0,1}
@attribute F32L1 {0,1}
@attribute F33L1 {0,1}
@attribute F34L1 {0,1}
@attribute F35L1 {0,1}
@attribute F36L1 {0,1}
@attribute F37L1 numeric
@attribute F38L1 numeric
@attribute F39L1 numeric
@attribute F40L1 numeric
@attribute F41L1 numeric
@attribute F42L1 {0,1}
@attribute F43L1 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute F44L1 {'\'(-inf-0.49991]\'_x_0','\'(-inf-0.49991]\'_x_1','\'(0.49991-inf)\'_x_0','\'(0.49991-inf)\'_x_1'}
@attribute F45L1 {'\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(0.50008-inf)\'_x_\'(0.49991-inf)\''}
@attribute F46L1 {'\'(-inf-0.49991]\'_x_0','\'(-inf-0.49991]\'_x_1','\'(0.49991-inf)\'_x_0','\'(0.49991-inf)\'_x_1'}
@attribute F47L1 {'\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1'}
@attribute F48L1 {'\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1'}
@attribute class numeric

@data
0.446809,0.478964,1,1,0.945301,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.925773,-0.032155,0.932866,1.071966,0.214005,1,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-2.330508
0.625706,0.638757,1,1,0.585522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.264463,-0.013051,0.979568,1.020858,0.399674,1,1_x_1,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-3.167685
0.036151,0.305853,1,0,0.374155,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0.342004,-0.269702,0.118197,8.46043,0.011057,1,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',2.519126
0.885353,0.885522,0,0,0.440751,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1.770875,-0.000169,0.999809,1.000191,0.784,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_0',5.312287
0.471806,0.772771,1,0,0.101984,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1.244577,-0.300965,0.610538,1.6379,0.364598,1,1_x_0,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',7.125777
0.903455,0.216112,0,1,0.076036,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1.119567,0.687343,4.180494,0.239206,0.195247,0,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',0.039007
0.277348,0.284198,1,1,0.75861,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.561546,-0.00685,0.975897,1.024698,0.078822,1,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-1.407291
0.416066,0.964076,1,0,0.95331,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1.380142,-0.54801,0.43157,2.317123,0.401119,1,1_x_0,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',8.544742
0.228616,0.648166,0,0,0.681952,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0.876782,-0.41955,0.352712,2.835173,0.148181,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',1.791245
0.057721,0.033967,1,1,0.254361,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.091688,0.023754,1.699326,0.588469,0.001961,0,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-0.217343
0.429155,0.970284,0,0,0.981704,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1.399439,-0.541129,0.442298,2.260917,0.416402,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',3.116058
0.835815,0.310952,0,1,0.939077,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1.146767,0.524863,2.687923,0.372034,0.259898,0,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-0.407993
0.159033,0.158703,1,0,0.62277,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0.317736,0.00033,1.002079,0.997925,0.025239,0,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_0',1.587693
0.839829,0.273714,1,0,0.895007,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1.113543,0.566115,3.068272,0.325916,0.229873,0,1_x_0,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_0',3.869372
0.415964,0.53245,0,0,0.542835,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0.948414,-0.116486,0.781226,1.280039,0.22148,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',2.612268
0.015028,0.277491,1,1,0.875575,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.292519,-0.262463,0.054157,18.464932,0.00417,1,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-0.862528
0.073214,0.756343,0,0,0.242069,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0.829557,-0.683129,0.0968,10.330579,0.055375,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',1.122413
0.773082,0.573083,0,0,0.583058,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1.346165,0.199999,1.348988,0.741297,0.44304,0,0_x_0,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_0',4.438491
0.164197,0.476703,1,1,0.889998,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.6409,-0.312506,0.344443,2.903238,0.078273,1,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-1.758504
0.944233,0.391487,1,1,0.382187,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1.33572,0.552746,2.411914,0.414608,0.369655,0,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-3.062928
0.626184,0.112109,1,1,0.223491,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0.738293,0.514075,5.585493,0.179035,0.070201,0,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-1.588696
0.637224,0.556598,0,0,0.302297,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1.193822,0.080626,1.144855,0.873473,0.354678,0,0_x_0,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_0',3.742717
0.380598,0.724375,0,1,0.127205,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1.104973,-0.343777,0.525416,1.903255,0.275696,1,0_x_1,'\'(0.49991-inf)\'_x_0','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1',-2.516901
0.95736,0.872379,1,1,0.724737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.829739,0.084981,1.097413,0.911234,0.835181,0,1_x_1,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-4.531857
0.458312,0.421861,1,1,0.138467,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.880173,0.036451,1.086405,0.920467,0.193344,0,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-2.182206
0.9361,0.576443,0,0,0.185256,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1.512543,0.359657,1.623925,0.615792,0.539608,0,0_x_0,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_0',5.256942
0.886897,0.448291,1,1,0.375248,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1.335188,0.438606,1.978396,0.50546,0.397588,0,1_x_1,'\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-3.118668
0.096865,0.147445,0,1,0.229026,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0.24431,-0.05058,0.656957,1.52217,0.014282,1,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1',-0.492914
0.712556,0.806704,0,0,0.799623,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1.51926,-0.094148,0.883293,1.132127,0.574822,1,0_x_0,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_0',4.369484
0.673848,0.715884,1,1,0.122625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.389732,-0.042036,0.941281,1.062382,0.482397,1,1_x_1,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-3.495348
0.130408,0.734493,1,1,0.878969,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.864901,-0.604085,0.177548,5.632269,0.095784,1,1_x_1,'\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(-inf-0.50008]\'_x_1','\'(-inf-0.50008]\'_x_1',-2.464294
0.919203,0.851336,0,1,0.289518,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1.770539,0.067867,1.079718,0.926168,0.782551,0,0_x_1,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-2.486142
0.618822,0.55918,0,1,0.750428,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1.178002,0.059642,1.10666,0.90362,0.346033,0,0_x_1,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-1.617899
0.187841,0.006817,0,0,0.633539,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.194658,0.181024,27.554789,0.036291,0.001281,0,0_x_0,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_0',0.946023
0.920735,0.856285,0,1,0.916111,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1.77702,0.06445,1.075267,0.930002,0.788412,0,0_x_1,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-2.504404
0.540083,0.893825,1,1,0.941586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.433908,-0.353742,0.604238,1.654977,0.48274,1,1_x_1,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-3.761641
0.969555,0.534209,1,1,0.360694,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.503764,0.435346,1.814936,0.550984,0.517945,0,1_x_1,'\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_1','\'(0.50008-inf)\'_x_1',-3.541736
0.615666,0.368678,0,0,0.508594,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0.984344,0.246988,1.669929,0.598828,0.226983,0,0_x_0,'\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_0','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_0',3.447007
0.529725,0.573366,0,1,0.181026,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1.103091,-0.043641,0.923886,1.082384,0.303726,1,0_x_1,'\'(0.49991-inf)\'_x_0','\'(0.50008-inf)\'_x_\'(0.49991-inf)\'','\'(0.49991-inf)\'_x_1','\'(0.50008-inf)\'_x_0','\'(0.50008-inf)\'_x_1',-1.76374
0.126239,0.439408,0,1,0.154215,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0.565647,-0.313169,0.287293,3.480763,0.05547,1,0_x_1,'\'(-inf-0.49991]\'_x_0','\'(-inf-0.50008]\'_x_\'(-inf-0.49991]\'','\'(-inf-0.49991]\'_x_1','\'(-inf-0.50008]\'_x_0','\'(-inf-0.50008]\'_x_1',-1.631392
