@relation 'modGroup-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NI1 and I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 and R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 and R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 or I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 or R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 or R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 equ I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 equ R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 equ R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 xor I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 xor R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 xor R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 impl I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 impl R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 impl R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 and I2 and R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 or I2 or R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 <= 0.140835) and (I2 >= 0.737664)-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 <= 0.313643) and (I2 >= 0.669821)-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389)-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I2 <= 0.304998) and (I1 >= 0.703413)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561)-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798)-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 <= 0.265298) and (I2 >= 0.669821)-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 <= 0.140835) and (I2 >= 0.737664))-L0,1,2-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 <= 0.313643) and (I2 >= 0.669821))-L0,1,2-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389))-L0,1,2,3,4-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I2 <= 0.304998) and (I1 >= 0.703413))-L0,1,2-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561))-L0,1,2,3,4-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798))-L0,1,2,3,4-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 <= 0.265298) and (I2 >= 0.669821))-L0,1,2-C18-W1.0-weka.filters.unsupervised.attribute.Add-NI1 ADD I2-C19-W1.0-weka.filters.unsupervised.attribute.Add-NI2 ADD R1-C20-W1.0-weka.filters.unsupervised.attribute.Add-NI1 ADD R1-C21-W1.0-weka.filters.unsupervised.attribute.Add-NI1 SUBTRACT I2-C22-W1.0-weka.filters.unsupervised.attribute.Add-NI2 SUBTRACT R1-C23-W1.0-weka.filters.unsupervised.attribute.Add-NI1 SUBTRACT R1-C24-W1.0-weka.filters.unsupervised.attribute.Add-NI1 DIVIDE I2-C25-W1.0-weka.filters.unsupervised.attribute.Add-NI2 DIVIDE I1-C26-W1.0-weka.filters.unsupervised.attribute.Add-NI2 DIVIDE R1-C27-W1.0-weka.filters.unsupervised.attribute.Add-NR1 DIVIDE I2-C28-W1.0-weka.filters.unsupervised.attribute.Add-NI1 DIVIDE R1-C29-W1.0-weka.filters.unsupervised.attribute.Add-NR1 DIVIDE I1-C30-W1.0-weka.filters.unsupervised.attribute.Add-NI1 MULTIPLY I2-C31-W1.0-weka.filters.unsupervised.attribute.Add-NI2 MULTIPLY R1-C32-W1.0-weka.filters.unsupervised.attribute.Add-NI1 MULTIPLY R1-C33-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI1 LESSTHAN I2-L0,1-C34-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI2 LESSTHAN R1-L0,1-C35-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI1 LESSTHAN R1-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI1 DIFF I2-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI2 DIFF R1-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI1 DIFF R1-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI1_x_I2-L\'All\'_x_\'All\'-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI2_x_R1-L\'All\'_x_\'All\'-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI1_x_R1-L\'All\'_x_\'All\'-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37'

@attribute I1 numeric
@attribute I2 numeric
@attribute R1 numeric
@attribute R2 numeric
@attribute '(I1 <= 0.140835) and (I2 >= 0.737664)' {0,1}
@attribute '(I1 <= 0.313643) and (I2 >= 0.669821)' {0,1}
@attribute '(I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389)' {0,1}
@attribute '(I2 <= 0.304998) and (I1 >= 0.703413)' {0,1}
@attribute '(I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561)' {0,1}
@attribute '(I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798)' {0,1}
@attribute '(I1 <= 0.265298) and (I2 >= 0.669821)' {0,1}
@attribute 'num-of-N((I1 <= 0.140835) and (I2 >= 0.737664))' {0,1,2}
@attribute 'num-of-N((I1 <= 0.313643) and (I2 >= 0.669821))' {0,1,2}
@attribute 'num-of-N((I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389))' {0,1,2,3,4}
@attribute 'num-of-N((I2 <= 0.304998) and (I1 >= 0.703413))' {0,1,2}
@attribute 'num-of-N((I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561))' {0,1,2,3,4}
@attribute 'num-of-N((I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798))' {0,1,2,3,4}
@attribute 'num-of-N((I1 <= 0.265298) and (I2 >= 0.669821))' {0,1,2}
@attribute 'I1 ADD I2' numeric
@attribute 'I2 ADD R1' numeric
@attribute 'I1 ADD R1' numeric
@attribute 'I1 SUBTRACT I2' numeric
@attribute 'I2 SUBTRACT R1' numeric
@attribute 'I1 SUBTRACT R1' numeric
@attribute 'I1 DIVIDE I2' numeric
@attribute 'I2 DIVIDE I1' numeric
@attribute 'I2 DIVIDE R1' numeric
@attribute 'R1 DIVIDE I2' numeric
@attribute 'I1 DIVIDE R1' numeric
@attribute 'R1 DIVIDE I1' numeric
@attribute 'I1 MULTIPLY I2' numeric
@attribute 'I2 MULTIPLY R1' numeric
@attribute 'I1 MULTIPLY R1' numeric
@attribute 'I1 LESSTHAN I2' {0,1}
@attribute 'I2 LESSTHAN R1' {0,1}
@attribute 'I1 LESSTHAN R1' {0,1}
@attribute class {0,1,2}

@data
0.216724,0.790161,0.054138,0.494037,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.006885,0.844299,0.270862,-0.573437,0.736023,0.162586,0.274278,3.645932,14.595312,0.068515,4.003177,0.249802,0.171247,0.042778,0.011733,1,0,0,2
0.09385,0.86433,0.899363,0.435459,1,1,0,0,0,0,1,2,2,2,0,2,2,2,0.95818,1.763693,0.993213,-0.77048,-0.035033,-0.805513,0.108581,9.209696,0.961047,1.040532,0.104352,9.582983,0.081117,0.777346,0.084405,1,1,1,2
0.091885,0.23636,0.470157,0.726243,0,0,0,0,0,0,0,1,1,2,1,2,2,1,0.328245,0.706517,0.562042,-0.144475,-0.233797,-0.378272,0.38875,2.572346,0.502726,1.989156,0.195435,5.116798,0.021718,0.111126,0.0432,1,1,1,0
0.424826,0.776095,0.480642,0.779096,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.200921,1.256737,0.905468,-0.351269,0.295453,-0.055816,0.547389,1.826854,1.614705,0.619308,0.883872,1.131386,0.329705,0.373024,0.204189,1,0,1,0
0.755237,0.799213,0.838582,0.778122,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.55445,1.637795,1.593819,-0.043976,-0.039369,-0.083345,0.944976,1.058228,0.953053,1.04926,0.900612,1.110356,0.603595,0.670206,0.633328,1,1,1,1
0.172829,0.481629,0.467231,0.571772,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.654458,0.94886,0.64006,-0.3088,0.014398,-0.294402,0.358843,2.786737,1.030816,0.970106,0.369901,2.703429,0.083239,0.225032,0.080751,1,0,1,2
0.098329,0.192982,0.236414,0.153548,0,0,0,0,0,0,0,1,1,2,1,2,2,1,0.291311,0.429396,0.334743,-0.094653,-0.043432,-0.138085,0.509524,1.962615,0.816288,1.225057,0.415919,2.404316,0.018976,0.045624,0.023246,1,1,1,0
0.059908,0.508545,0.134841,0.208978,0,0,0,0,0,0,0,1,1,3,0,3,3,1,0.568453,0.643386,0.194749,-0.448637,0.373704,-0.074933,0.117803,8.488766,3.771442,0.265151,0.444286,2.250801,0.030466,0.068573,0.008078,1,0,1,2
0.087755,0.831562,0.797588,0.478488,1,1,0,0,0,0,1,2,2,2,0,2,2,2,0.919317,1.62915,0.885343,-0.743807,0.033974,-0.709833,0.10553,9.47595,1.042596,0.959144,0.110025,9.088804,0.072974,0.663244,0.069992,1,0,1,2
0.144192,0.158417,0.607678,0.567998,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.302609,0.766095,0.75187,-0.014225,-0.449261,-0.463486,0.910205,1.098653,0.260692,3.835939,0.237284,4.214367,0.022842,0.096267,0.087622,1,1,1,0
0.736281,0.42022,0.484743,0.845843,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.156501,0.904963,1.221024,0.316061,-0.064523,0.251538,1.752132,0.570733,0.866892,1.153546,1.51891,0.658367,0.3094,0.203699,0.356907,0,1,0,2
0.853554,0.799381,0.904942,0.439978,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.652935,1.704323,1.758496,0.054173,-0.105561,-0.051388,1.067769,0.936532,0.883351,1.132053,0.943214,1.060205,0.682315,0.723393,0.772417,0,1,1,1
0.133158,0.5326,0.143724,0.535251,0,0,0,0,0,0,0,1,1,3,0,3,3,1,0.665758,0.676324,0.276882,-0.399442,0.388876,-0.010566,0.250015,3.99976,3.705714,0.269854,0.926484,1.079349,0.07092,0.076547,0.019138,1,0,1,2
0.807181,0.869508,0.185579,0.185227,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.676689,1.055087,0.99276,-0.062327,0.683929,0.621602,0.928319,1.077216,4.685379,0.21343,4.349528,0.22991,0.70185,0.161362,0.149796,1,0,0,1
0.203105,0.844703,0.837364,0.247563,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.047808,1.682067,1.040469,-0.641598,0.007339,-0.634259,0.240445,4.158947,1.008764,0.991312,0.242553,4.122813,0.171563,0.707324,0.170073,1,0,1,2
0.527625,0.543988,0.222668,0.414777,0,0,1,0,0,1,0,0,0,4,0,3,4,0,1.071613,0.766656,0.750293,-0.016363,0.32132,0.304957,0.96992,1.031013,2.443045,0.409325,2.369559,0.422019,0.287022,0.121129,0.117485,1,0,0,0
0.725484,0.590103,0.861028,0.44861,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.315587,1.451131,1.586512,0.135381,-0.270925,-0.135544,1.229419,0.813392,0.685347,1.459115,0.842579,1.186833,0.42811,0.508095,0.624662,0,1,1,0
0.497916,0.166781,0.438618,0.191045,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.664697,0.605399,0.936534,0.331135,-0.271837,0.059298,2.985448,0.334958,0.380242,2.629904,1.135193,0.880908,0.083043,0.073153,0.218395,0,1,0,1
0.493855,0.193156,0.236098,0.74847,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.687011,0.429254,0.729953,0.300699,-0.042942,0.257757,2.556768,0.391119,0.818118,1.222318,2.091737,0.478071,0.095391,0.045604,0.116598,0,1,0,1
0.778768,0.081276,0.8519,0.49329,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.860044,0.933176,1.630668,0.697492,-0.770624,-0.073132,9.581771,0.104365,0.095406,10.481569,0.914154,1.093907,0.063295,0.069239,0.663432,0,1,1,2
0.503353,0.488264,0.441833,0.86371,0,0,1,0,1,1,0,0,0,4,0,4,4,0,0.991617,0.930097,0.945186,0.015089,0.046431,0.06152,1.030903,0.970023,1.105087,0.904906,1.139238,0.87778,0.245769,0.215731,0.222398,0,0,0,2
0.514457,0.138291,0.145631,0.078602,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.652748,0.283922,0.660088,0.376166,-0.00734,0.368826,3.720105,0.26881,0.949599,1.053076,3.532606,0.283077,0.071145,0.020139,0.074921,0,1,0,1
0.152123,0.40678,0.844655,0.201442,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.558903,1.251435,0.996778,-0.254657,-0.437875,-0.692532,0.373969,2.67402,0.481593,2.076442,0.180101,5.552448,0.061881,0.343589,0.128491,1,1,1,1
0.18214,0.128329,0.880103,0.19082,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.310469,1.008432,1.062243,0.053811,-0.751774,-0.697963,1.419321,0.704562,0.145811,6.858177,0.206953,4.832014,0.023374,0.112943,0.160302,0,1,1,0
0.159856,0.116724,0.801667,0.194801,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.27658,0.918391,0.961523,0.043132,-0.684943,-0.641811,1.369521,0.730182,0.145602,6.868056,0.199404,5.014932,0.018659,0.093574,0.128151,0,1,1,0
0.196089,0.820369,0.170926,0.468075,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.016458,0.991295,0.367015,-0.62428,0.649443,0.025163,0.239025,4.183656,4.799557,0.208353,1.147216,0.871676,0.160865,0.140222,0.033517,1,0,0,2
0.544081,0.122513,0.473624,0.470484,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.666594,0.596137,1.017705,0.421568,-0.351111,0.070457,4.441006,0.225174,0.258671,3.865908,1.148761,0.870503,0.066657,0.058025,0.25769,0,1,0,1
0.542482,0.602949,0.128463,0.553275,0,0,0,0,0,0,0,0,0,3,0,2,3,0,1.145431,0.731412,0.670945,-0.060467,0.474486,0.414019,0.899715,1.111464,4.693562,0.213058,4.222866,0.236806,0.327089,0.077457,0.069689,1,0,0,2
0.536508,0.165434,0.43052,0.79865,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.701942,0.595954,0.967028,0.371074,-0.265086,0.105988,3.243033,0.308353,0.384266,2.602367,1.246186,0.802448,0.088757,0.071223,0.230977,0,1,0,1
0.965059,0.248841,0.53991,0.768782,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.2139,0.788751,1.504969,0.716218,-0.291069,0.425149,3.878215,0.257851,0.460893,2.169699,1.787444,0.559458,0.240146,0.134352,0.521045,0,1,0,2
0.224969,0.249,0.497307,0.524936,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.473969,0.746307,0.722276,-0.024031,-0.248307,-0.272338,0.90349,1.106819,0.500697,1.997217,0.452374,2.210558,0.056017,0.123829,0.111879,1,1,1,0
0.533037,0.863791,0.586221,0.116122,0,0,0,0,0,0,0,1,1,3,0,2,3,1,1.396828,1.450012,1.119258,-0.330754,0.27757,-0.053184,0.61709,1.620509,1.47349,0.678661,0.909277,1.099775,0.460433,0.506372,0.312477,1,0,1,0
0.879449,0.8652,0.418666,0.13557,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.744649,1.283866,1.298115,0.014249,0.446534,0.460783,1.016469,0.983798,2.066564,0.483895,2.100598,0.476055,0.760899,0.36223,0.368195,0,0,0,1
0.13947,0.827802,0.945617,0.433028,1,1,0,0,0,0,1,2,2,2,0,2,2,2,0.967272,1.773419,1.085087,-0.688332,-0.117815,-0.806147,0.168482,5.935341,0.875409,1.142323,0.147491,6.780075,0.115454,0.782784,0.131885,1,1,1,2
0.795016,0.860837,0.073635,0.096262,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.655853,0.934472,0.868651,-0.065821,0.787202,0.721381,0.923538,1.082792,11.690596,0.085539,10.796714,0.092621,0.684379,0.063388,0.058541,1,0,0,1
0.511739,0.912155,0.807741,0.865002,0,0,0,0,0,0,0,1,1,3,0,2,3,1,1.423894,1.719896,1.31948,-0.400416,0.104414,-0.296002,0.561022,1.782461,1.129267,0.88553,0.633543,1.578424,0.466785,0.736785,0.413353,1,0,1,0
0.786853,0.528644,0.571492,0.782357,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.315497,1.100136,1.358345,0.258209,-0.042848,0.215361,1.488436,0.671846,0.925024,1.081053,1.37684,0.726301,0.415965,0.302116,0.44968,0,1,0,0
0.530744,0.85933,0.739539,0.851435,0,0,0,0,0,0,0,1,1,3,0,2,3,1,1.390074,1.598869,1.270283,-0.328586,0.119791,-0.208795,0.617625,1.619105,1.161981,0.8606,0.717669,1.393401,0.456084,0.635508,0.392506,1,0,1,0
0.469165,0.470648,0.588152,0.097522,0,0,1,0,1,1,0,0,0,4,0,4,4,0,0.939813,1.0588,1.057317,-0.001483,-0.117504,-0.118987,0.996849,1.003161,0.800215,1.249664,0.797693,1.253614,0.220812,0.276813,0.27594,1,1,1,2
0.849573,0.41527,0.131357,0.888942,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.264843,0.546627,0.98093,0.434303,0.283913,0.718216,2.045833,0.488798,3.161385,0.316317,6.467664,0.154615,0.352802,0.054549,0.111597,0,0,0,0
0.208488,0.898575,0.239218,0.198202,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.107063,1.137793,0.447706,-0.690087,0.659357,-0.03073,0.232021,4.30996,3.756302,0.266219,0.87154,1.147395,0.187342,0.214955,0.049874,1,0,1,2
0.886478,0.228092,0.536942,0.475161,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.11457,0.765034,1.42342,0.658386,-0.30885,0.349536,3.886493,0.257301,0.424798,2.354059,1.650975,0.605703,0.202199,0.122472,0.475987,0,1,0,2
0.39548,0.594098,0.057778,0.15782,0,0,1,0,1,0,0,0,0,4,0,4,3,0,0.989578,0.651876,0.453258,-0.198618,0.53632,0.337702,0.665681,1.50222,10.282426,0.097253,6.84482,0.146096,0.234954,0.034326,0.02285,1,0,0,2
0.850212,0.835317,0.714679,0.728761,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.685529,1.549996,1.564891,0.014895,0.120638,0.135533,1.017832,0.982481,1.1688,0.855578,1.189642,0.840589,0.710197,0.596984,0.607629,0,0,0,1
0.238583,0.788069,0.168937,0.886402,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.026652,0.957006,0.40752,-0.549486,0.619132,0.069646,0.302744,3.303123,4.664869,0.214368,1.41226,0.708085,0.18802,0.133134,0.040305,1,0,0,2
0.525813,0.875606,0.789695,0.050694,0,0,0,0,0,0,0,1,1,3,0,2,3,1,1.401419,1.665301,1.315508,-0.349793,0.085911,-0.263882,0.600513,1.665242,1.10879,0.901884,0.665843,1.501855,0.460405,0.691462,0.415232,1,0,1,0
0.161552,0.823535,0.123497,0.913088,0,1,0,0,0,0,1,1,2,2,0,2,2,2,0.985087,0.947032,0.285049,-0.661983,0.700038,0.038055,0.196169,5.097647,6.668462,0.14996,1.308145,0.764441,0.133044,0.101704,0.019951,1,0,0,2
0.144503,0.850565,0.536948,0.996192,0,1,0,0,0,0,1,1,2,2,0,2,2,2,0.995068,1.387513,0.681451,-0.706062,0.313617,-0.392445,0.169891,5.886141,1.584073,0.631284,0.269119,3.715826,0.122909,0.456709,0.077591,1,0,1,2
0.279673,0.485199,0.1347,0.889183,0,0,0,0,0,0,0,0,1,3,0,3,3,0,0.764872,0.619899,0.414373,-0.205526,0.350499,0.144973,0.576409,1.73488,3.602071,0.277618,2.076266,0.481634,0.135697,0.065356,0.037672,1,0,0,1
0.899541,0.85723,0.855211,0.304205,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.756771,1.712441,1.754752,0.042311,0.002019,0.04433,1.049358,0.952964,1.002361,0.997645,1.051835,0.950719,0.771114,0.733113,0.769297,0,0,0,1
0.52606,0.137516,0.909279,0.394856,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.663576,1.046795,1.435339,0.388544,-0.771763,-0.383219,3.825446,0.261407,0.151236,6.612169,0.578546,1.72847,0.072342,0.12504,0.478335,0,1,1,1
0.199258,0.852668,0.791149,0.260024,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.051926,1.643817,0.990407,-0.65341,0.061519,-0.591891,0.233688,4.279216,1.077759,0.927851,0.251859,3.970475,0.169901,0.674587,0.157643,1,0,1,2
0.851876,0.879938,0.838185,0.544611,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.731814,1.718123,1.690061,-0.028062,0.041753,0.013691,0.968109,1.032941,1.049814,0.95255,1.016334,0.983928,0.749598,0.737551,0.71403,1,0,0,1
0.79906,0.131391,0.151058,0.928948,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.930451,0.282449,0.950118,0.667669,-0.019667,0.648002,6.081543,0.164432,0.869805,1.149683,5.289756,0.189045,0.104989,0.019848,0.120704,0,1,0,2
0.548411,0.544034,0.845201,0.535753,0,0,1,0,0,1,0,0,0,4,0,3,4,0,1.092445,1.389235,1.393612,0.004377,-0.301167,-0.29679,1.008045,0.992019,0.643674,1.553581,0.648853,1.541182,0.298354,0.459818,0.463518,0,1,1,2
0.145874,0.0381,0.902588,0.18259,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.183974,0.940688,1.048462,0.107774,-0.864488,-0.756714,3.828714,0.261184,0.042212,23.689974,0.161617,6.187449,0.005558,0.034389,0.131664,0,1,1,0
0.792441,0.469196,0.937212,0.085175,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.261637,1.406408,1.729653,0.323245,-0.468016,-0.144771,1.688934,0.59209,0.50063,1.997485,0.84553,1.18269,0.37181,0.439736,0.742685,0,1,1,1
0.439992,0.165327,0.852154,0.43286,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.605319,1.017481,1.292146,0.274665,-0.686827,-0.412162,2.661344,0.37575,0.194011,5.154355,0.516329,1.936749,0.072743,0.140884,0.374941,0,1,1,1
0.870335,0.204023,0.176834,0.7366,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.074358,0.380857,1.047169,0.666312,0.027189,0.693501,4.265867,0.234419,1.153754,0.866736,4.921763,0.203179,0.177568,0.036078,0.153905,0,0,0,2
0.344628,0.787523,0.880821,0.097549,0,0,0,0,0,0,0,1,1,2,0,2,2,1,1.132151,1.668344,1.225449,-0.442895,-0.093298,-0.536193,0.43761,2.285139,0.894078,1.11847,0.391258,2.55586,0.271402,0.693667,0.303556,1,1,1,0
0.423866,0.424635,0.555962,0.520203,0,0,1,0,1,1,0,0,0,4,0,4,4,0,0.848501,0.980597,0.979828,-0.000769,-0.131327,-0.132096,0.998189,1.001814,0.763784,1.30927,0.762401,1.311646,0.179988,0.236081,0.235653,1,1,1,2
0.879733,0.489711,0.774644,0.915096,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.369444,1.264355,1.654377,0.390022,-0.284933,0.105089,1.796433,0.556659,0.632176,1.581839,1.135661,0.880544,0.430815,0.379352,0.68148,0,1,0,0
0.461641,0.071345,0.204922,0.886049,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.532986,0.276267,0.666563,0.390296,-0.133577,0.256719,6.470545,0.154546,0.348157,2.872269,2.252764,0.443899,0.032936,0.01462,0.0946,0,1,0,1
0.568945,0.793955,0.286722,0.839594,0,0,0,0,0,0,0,1,1,3,0,2,3,1,1.3629,1.080677,0.855667,-0.22501,0.507233,0.282223,0.716596,1.395486,2.769076,0.361131,1.984309,0.503954,0.451717,0.227644,0.163129,1,0,0,2
0.887241,0.520365,0.430546,0.866931,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.407606,0.950911,1.317787,0.366876,0.089819,0.456695,1.705036,0.586498,1.208617,0.827392,2.060735,0.485264,0.461689,0.224041,0.381998,0,0,0,0
0.504029,0.478857,0.140416,0.869273,0,0,1,0,1,1,0,0,0,4,0,4,4,0,0.982886,0.619273,0.644445,0.025172,0.338441,0.363613,1.052567,0.950058,3.410274,0.293232,3.589541,0.278587,0.241358,0.067239,0.070774,0,0,0,2
0.810625,0.531071,0.774058,0.829496,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.341696,1.305129,1.584683,0.279554,-0.242987,0.036567,1.526397,0.655138,0.686087,1.457541,1.047241,0.95489,0.430499,0.41108,0.627471,0,1,0,0
0.157252,0.491025,0.202696,0.599416,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.648277,0.693721,0.359948,-0.333773,0.288329,-0.045444,0.320253,3.122536,2.42247,0.412802,0.775802,1.288988,0.077215,0.099529,0.031874,1,0,1,1
0.127441,0.11654,0.174795,0.157538,0,0,0,0,0,0,0,1,1,2,1,2,2,1,0.243981,0.291335,0.302236,0.010901,-0.058255,-0.047354,1.093539,0.914462,0.666724,1.499871,0.729088,1.371576,0.014852,0.020371,0.022276,0,1,1,0
